frame,t_raw_s,utc,lum_mean,r_mean,g_mean,b_mean,roi_lum_mean,lum_max
-1,612457.98877199,2026-09-06T19:59:56.998570+00:00,anchor,anchor,anchor,anchor,anchor,anchor
9912,613576.911448,2026-09-06T20:18:35.993343+00:00,52.582,92.964,24.541,91.049,62.929,255
9913,613577.032669,2026-09-06T20:18:36.108167+00:00,51.884,91.590,24.101,90.796,62.234,255
9914,613577.141937,2026-09-06T20:18:36.224702+00:00,51.159,90.117,23.767,90.030,61.580,255
9915,613577.264829,2026-09-06T20:18:36.347872+00:00,52.038,91.860,24.267,90.591,62.442,255
9916,613577.384752,2026-09-06T20:18:36.467547+00:00,51.918,91.632,24.190,90.531,62.322,255
9917,613577.506586,2026-09-06T20:18:36.585923+00:00,51.750,91.276,24.113,90.390,62.211,255
9918,613577.619783,2026-09-06T20:18:36.693051+00:00,51.416,90.632,23.898,90.256,61.699,255
9919,613577.724522,2026-09-06T20:18:36.797744+00:00,51.704,91.135,24.119,90.322,61.897,255
9920,613577.831753,2026-09-06T20:18:36.912237+00:00,51.165,90.100,23.768,90.113,61.253,255
9921,613577.949895,2026-09-06T20:18:37.032543+00:00,51.068,89.845,23.770,89.921,61.157,255
9922,613578.070613,2026-09-06T20:18:37.152807+00:00,51.373,90.530,23.871,90.284,61.515,255
9923,613578.190614,2026-09-06T20:18:37.271034+00:00,52.432,92.532,24.584,90.651,62.776,255
9924,613578.303781,2026-09-06T20:18:37.379146+00:00,52.053,91.822,24.343,90.434,62.422,255
9925,613578.417485,2026-09-06T20:18:37.500997+00:00,53.643,95.087,25.171,91.546,64.059,255
9926,613578.539157,2026-09-06T20:18:37.614980+00:00,53.800,95.404,25.263,91.624,64.123,255
9927,613578.647969,2026-09-06T20:18:37.729433+00:00,53.356,94.498,24.990,91.508,63.702,255
9928,613578.763817,2026-09-06T20:18:37.836642+00:00,51.980,91.766,24.224,90.548,62.278,255
9929,613578.872734,2026-09-06T20:18:37.954920+00:00,52.166,92.022,24.434,90.425,62.418,255
9930,613578.989333,2026-09-06T20:18:38.063935+00:00,52.625,92.914,24.680,90.844,62.830,255
9931,613579.103729,2026-09-06T20:18:38.187293+00:00,52.149,92.087,24.295,90.826,62.180,255
9932,613579.225214,2026-09-06T20:18:38.307405+00:00,51.366,90.452,23.916,90.191,61.333,255
9933,613579.346102,2026-09-06T20:18:38.424041+00:00,51.293,90.208,23.967,89.930,61.431,255
9934,613579.458010,2026-09-06T20:18:38.531558+00:00,52.580,92.948,24.550,91.029,62.788,255
9935,613579.563129,2026-09-06T20:18:38.643666+00:00,51.974,91.640,24.292,90.471,62.187,255
9936,613579.680864,2026-09-06T20:18:38.754762+00:00,51.249,90.144,23.966,89.721,61.549,255
9937,613579.789767,2026-09-06T20:18:38.871780+00:00,51.584,90.791,24.186,89.828,61.962,255
9938,613579.910843,2026-09-06T20:18:38.992315+00:00,51.767,91.297,24.145,90.317,62.079,255
9939,613580.024561,2026-09-06T20:18:39.098030+00:00,52.155,91.956,24.485,90.239,62.591,255
9940,613580.130161,2026-09-06T20:18:39.204415+00:00,51.871,91.518,24.191,90.416,62.238,255
9941,613580.235544,2026-09-06T20:18:39.311628+00:00,50.979,89.743,23.691,89.820,61.293,255
9942,613580.350465,2026-09-06T20:18:39.429103+00:00,51.676,91.139,24.068,90.326,61.969,255
9943,613580.463093,2026-09-06T20:18:39.543017+00:00,50.995,89.762,23.697,89.877,61.249,255
9944,613580.581720,2026-09-06T20:18:39.664295+00:00,51.269,90.323,23.792,90.324,61.423,255
9945,613580.703045,2026-09-06T20:18:39.785400+00:00,51.245,90.307,23.734,90.451,61.403,255
9946,613580.820246,2026-09-06T20:18:39.893757+00:00,51.670,91.080,24.111,90.211,61.988,255
9947,613580.930735,2026-09-06T20:18:40.010579+00:00,51.524,90.757,24.011,90.288,61.797,255
9948,613581.043188,2026-09-06T20:18:40.115909+00:00,51.393,90.555,23.855,90.474,61.570,255
9949,613581.148085,2026-09-06T20:18:40.224292+00:00,51.204,90.131,23.804,90.192,61.442,255
9950,613581.263373,2026-09-06T20:18:40.345985+00:00,51.049,89.798,23.729,90.096,61.211,255
9951,613581.384035,2026-09-06T20:18:40.459421+00:00,50.407,88.577,23.331,89.710,60.643,255
9952,613581.492709,2026-09-06T20:18:40.574245+00:00,51.242,90.256,23.773,90.353,61.472,255
9953,613581.611081,2026-09-06T20:18:40.692891+00:00,51.571,90.850,24.033,90.350,61.825,255
9954,613581.731041,2026-09-06T20:18:40.812773+00:00,50.561,88.856,23.505,89.440,60.828,255
9955,613581.844910,2026-09-06T20:18:40.918836+00:00,50.982,89.828,23.559,90.298,61.098,255
9956,613581.950051,2026-09-06T20:18:41.025437+00:00,51.325,90.398,23.866,90.235,61.530,255
9957,613582.065322,2026-09-06T20:18:41.145649+00:00,50.412,88.517,23.425,89.426,60.590,255
9958,613582.178198,2026-09-06T20:18:41.250895+00:00,50.190,88.090,23.273,89.382,60.270,255
9959,613582.284087,2026-09-06T20:18:41.362362+00:00,49.978,87.658,23.180,89.138,60.002,255
9960,613582.398429,2026-09-06T20:18:41.474043+00:00,50.531,88.795,23.426,89.736,60.479,255
9961,613582.506643,2026-09-06T20:18:41.588283+00:00,50.950,89.598,23.689,89.950,60.979,255
9962,613582.626077,2026-09-06T20:18:41.700716+00:00,51.134,89.964,23.821,89.931,61.160,255
9963,613582.732601,2026-09-06T20:18:41.806268+00:00,51.144,90.027,23.747,90.229,61.213,255
9964,613582.840941,2026-09-06T20:18:41.923175+00:00,50.373,88.432,23.375,89.570,60.504,255
9965,613582.958749,2026-09-06T20:18:42.041041+00:00,51.426,90.553,23.967,90.193,61.666,255
9966,613583.078967,2026-09-06T20:18:42.161621+00:00,50.802,89.241,23.681,89.636,60.969,255
9967,613583.197614,2026-09-06T20:18:42.279705+00:00,50.609,88.886,23.560,89.491,60.763,255
9968,613583.316305,2026-09-06T20:18:42.392003+00:00,50.105,87.869,23.307,89.043,60.283,255
9969,613583.425250,2026-09-06T20:18:42.508107+00:00,50.684,89.150,23.467,89.938,60.817,255
9970,613583.545362,2026-09-06T20:18:42.627996+00:00,50.235,88.095,23.396,89.134,60.477,255
9971,613583.667962,2026-09-06T20:18:42.750722+00:00,50.804,89.233,23.694,89.608,61.070,255
9972,613583.788295,2026-09-06T20:18:42.870526+00:00,51.158,90.007,23.828,89.994,61.422,255
9973,613583.909831,2026-09-06T20:18:42.992924+00:00,50.133,87.939,23.323,89.018,60.358,255
9974,613584.029959,2026-09-06T20:18:43.106070+00:00,50.584,88.839,23.538,89.512,60.820,255
9975,613584.140363,2026-09-06T20:18:43.223399+00:00,50.636,88.899,23.622,89.380,60.974,255
9976,613584.259954,2026-09-06T20:18:43.334115+00:00,49.946,87.570,23.191,89.025,60.169,255
9977,613584.369104,2026-09-06T20:18:43.451066+00:00,49.847,87.377,23.143,88.917,60.079,255
9978,613584.488606,2026-09-06T20:18:43.568723+00:00,49.852,87.378,23.128,89.031,60.004,255
9979,613584.599271,2026-09-06T20:18:43.672871+00:00,50.656,88.909,23.643,89.422,60.876,255
9980,613584.706381,2026-09-06T20:18:43.783566+00:00,50.757,89.107,23.691,89.538,60.944,255
9981,613584.822237,2026-09-06T20:18:43.905799+00:00,49.822,87.344,23.072,89.152,59.851,255
9982,613584.943561,2026-09-06T20:18:44.026311+00:00,50.426,88.504,23.427,89.575,60.414,255
9983,613585.064075,2026-09-06T20:18:44.146890+00:00,49.715,87.075,23.050,89.028,59.735,255
9984,613585.179846,2026-09-06T20:18:44.253151+00:00,50.089,87.990,23.100,89.650,60.081,255
9985,613585.291257,2026-09-06T20:18:44.373817+00:00,50.176,88.020,23.306,89.280,60.339,255
9986,613585.410376,2026-09-06T20:18:44.492077+00:00,50.840,89.339,23.669,89.772,60.985,255
9987,613585.531270,2026-09-06T20:18:44.614163+00:00,51.783,91.332,24.094,90.630,61.918,255
9988,613585.650497,2026-09-06T20:18:44.725189+00:00,50.907,89.477,23.717,89.751,61.070,255
9989,613585.757396,2026-09-06T20:18:44.839784+00:00,50.931,89.409,23.858,89.413,61.143,255
9990,613585.874222,2026-09-06T20:18:44.948368+00:00,51.082,89.749,23.855,89.861,61.202,255
9991,613585.985172,2026-09-06T20:18:45.068429+00:00,50.911,89.448,23.758,89.653,61.023,255
9992,613586.106589,2026-09-06T20:18:45.187528+00:00,51.146,89.954,23.812,90.107,61.192,255
9993,613586.219994,2026-09-06T20:18:45.295839+00:00,51.398,90.557,23.864,90.464,61.383,255
9994,613586.335059,2026-09-06T20:18:45.413332+00:00,50.612,88.936,23.472,89.844,60.630,255
9995,613586.443712,2026-09-06T20:18:45.517051+00:00,50.883,89.486,23.607,90.084,60.921,255
9996,613586.551350,2026-09-06T20:18:45.627035+00:00,51.800,91.265,24.163,90.596,61.872,255
9997,613586.659037,2026-09-06T20:18:45.732192+00:00,51.339,90.318,23.950,90.131,61.476,255
9998,613586.764426,2026-09-06T20:18:45.844951+00:00,50.521,88.643,23.572,89.292,60.629,255
9999,613586.881391,2026-09-06T20:18:45.963845+00:00,51.848,91.439,24.128,90.737,61.841,255
10000,613587.000057,2026-09-06T20:18:46.081700+00:00,51.696,91.008,24.164,90.352,61.739,255
10001,613587.118984,2026-09-06T20:18:46.200311+00:00,51.144,89.946,23.807,90.132,61.252,255
10002,613587.231854,2026-09-06T20:18:46.308212+00:00,50.957,89.594,23.682,90.064,61.055,255
10003,613587.346091,2026-09-06T20:18:46.428711+00:00,50.903,89.364,23.834,89.409,61.178,255
10004,613587.466119,2026-09-06T20:18:46.543970+00:00,50.862,89.328,23.727,89.696,60.992,255
10005,613587.578254,2026-09-06T20:18:46.660402+00:00,50.659,88.918,23.592,89.687,60.746,255
10006,613587.697806,2026-09-06T20:18:46.780657+00:00,50.643,88.794,23.726,89.182,60.746,255
10007,613587.816517,2026-09-06T20:18:46.890012+00:00,50.767,89.120,23.721,89.436,60.877,255
10008,613587.928483,2026-09-06T20:18:47.011176+00:00,51.133,89.765,24.013,89.452,61.369,255
10009,613588.047540,2026-09-06T20:18:47.127192+00:00,51.405,90.332,24.149,89.649,61.684,255
10010,613588.158950,2026-09-06T20:18:47.233435+00:00,50.865,89.318,23.757,89.595,61.016,255
10011,613588.265386,2026-09-06T20:18:47.339478+00:00,50.827,89.294,23.680,89.725,60.902,255
10012,613588.371153,2026-09-06T20:18:47.449150+00:00,50.685,88.990,23.593,89.721,60.736,255
10013,613588.484122,2026-09-06T20:18:47.566601+00:00,50.297,88.247,23.379,89.361,60.321,255
10014,613588.604079,2026-09-06T20:18:47.686920+00:00,50.204,88.052,23.347,89.225,60.272,255
10015,613588.723982,2026-09-06T20:18:47.806719+00:00,51.239,90.229,23.757,90.486,61.257,255
10016,613588.842624,2026-09-06T20:18:47.924168+00:00,50.838,89.459,23.558,90.014,60.961,255
10017,613588.961250,2026-09-06T20:18:48.043517+00:00,50.768,89.174,23.654,89.651,60.979,255
10018,613589.078686,2026-09-06T20:18:48.160851+00:00,50.339,88.464,23.292,89.618,60.437,255
10019,613589.198910,2026-09-06T20:18:48.274358+00:00,51.428,90.629,23.913,90.288,61.600,255
10020,613589.306292,2026-09-06T20:18:48.388245+00:00,52.384,92.562,24.430,90.945,62.604,255
10021,613589.427316,2026-09-06T20:18:48.510483+00:00,51.726,91.163,24.088,90.605,61.751,255
10022,613589.543951,2026-09-06T20:18:48.616943+00:00,50.748,89.134,23.648,89.614,60.820,255
10023,613589.649399,2026-09-06T20:18:48.723993+00:00,52.130,92.040,24.229,91.116,62.064,255
10024,613589.754944,2026-09-06T20:18:48.828770+00:00,50.830,89.394,23.590,89.947,60.787,255
10025,613589.862289,2026-09-06T20:18:48.937381+00:00,51.100,89.929,23.744,90.121,61.100,255
10026,613589.975772,2026-09-06T20:18:49.059115+00:00,50.217,88.213,23.218,89.580,60.192,255
10027,613590.095505,2026-09-06T20:18:49.172374+00:00,51.132,89.958,23.793,90.066,61.192,255
10028,613590.203892,2026-09-06T20:18:49.282604+00:00,51.818,91.382,24.122,90.657,61.872,255
10029,613590.318384,2026-09-06T20:18:49.393200+00:00,52.652,93.062,24.592,91.154,62.716,255
10030,613590.426991,2026-09-06T20:18:49.502160+00:00,52.050,91.878,24.219,90.896,62.075,255
10031,613590.534914,2026-09-06T20:18:49.617376+00:00,51.301,90.223,23.994,89.819,61.423,255
10032,613590.655910,2026-09-06T20:18:49.739033+00:00,51.304,90.252,23.909,90.206,61.344,255
10033,613590.773210,2026-09-06T20:18:49.847561+00:00,50.099,87.901,23.191,89.509,59.996,255
10034,613590.885188,2026-09-06T20:18:49.968228+00:00,50.355,88.344,23.388,89.578,60.332,255
10035,613591.003571,2026-09-06T20:18:50.085446+00:00,51.203,90.041,23.839,90.238,61.093,255
10036,613591.122518,2026-09-06T20:18:50.204828+00:00,51.430,90.513,23.967,90.332,61.307,255
10037,613591.241338,2026-09-06T20:18:50.315016+00:00,51.117,89.930,23.725,90.365,60.903,255
10038,613591.348135,2026-09-06T20:18:50.429865+00:00,51.428,90.520,23.926,90.503,61.260,255
10039,613591.466843,2026-09-06T20:18:50.540922+00:00,51.870,91.401,24.196,90.687,61.797,255
10040,613591.577823,2026-09-06T20:18:50.659349+00:00,51.398,90.551,23.852,90.545,61.241,255
10041,613591.693032,2026-09-06T20:18:50.766896+00:00,50.947,89.555,23.702,89.975,60.901,255
10042,613591.797404,2026-09-06T20:18:50.872556+00:00,51.467,90.674,23.903,90.563,61.369,255
10043,613591.911454,2026-09-06T20:18:50.990469+00:00,51.413,90.496,24.006,90.024,61.514,255
10044,613592.023003,2026-09-06T20:18:51.096288+00:00,51.545,90.894,23.897,90.700,61.527,255
10045,613592.127518,2026-09-06T20:18:51.206491+00:00,51.161,90.023,23.798,90.131,61.211,255
10046,613592.243671,2026-09-06T20:18:51.325391+00:00,50.762,89.213,23.586,89.845,60.759,255
10047,613592.361131,2026-09-06T20:18:51.442864+00:00,52.153,92.118,24.220,91.164,62.124,255
10048,613592.479607,2026-09-06T20:18:51.561062+00:00,51.655,90.957,24.078,90.569,61.592,255
10049,613592.597694,2026-09-06T20:18:51.679929+00:00,50.989,89.635,23.731,89.981,60.970,255
10050,613592.717057,2026-09-06T20:18:51.799832+00:00,51.636,90.927,24.070,90.522,61.579,255
10051,613592.837335,2026-09-06T20:18:51.919603+00:00,51.108,89.864,23.774,90.197,61.067,255
10052,613592.955216,2026-09-06T20:18:52.029636+00:00,51.843,91.343,24.202,90.568,61.861,255
10053,613593.063919,2026-09-06T20:18:52.146713+00:00,52.711,93.144,24.603,91.397,62.591,255
10054,613593.183827,2026-09-06T20:18:52.266164+00:00,50.968,89.613,23.674,90.148,60.785,255
10055,613593.305358,2026-09-06T20:18:52.386783+00:00,51.645,90.941,24.083,90.495,61.554,255
10056,613593.419463,2026-09-06T20:18:52.494488+00:00,51.324,90.244,23.959,90.152,61.247,255
10057,613593.533520,2026-09-06T20:18:52.616442+00:00,51.057,89.703,23.820,89.944,61.017,255
10058,613593.653041,2026-09-06T20:18:52.734906+00:00,50.739,89.143,23.582,89.847,60.647,255
10059,613593.773189,2026-09-06T20:18:52.847067+00:00,50.941,89.479,23.750,89.871,60.904,255
10060,613593.877658,2026-09-06T20:18:52.950704+00:00,52.097,91.801,24.404,90.559,62.132,255
10061,613593.985963,2026-09-06T20:18:53.068784+00:00,51.313,90.236,23.981,89.967,61.438,255
10062,613594.105219,2026-09-06T20:18:53.178972+00:00,50.720,89.056,23.650,89.558,60.782,255
10063,613594.210267,2026-09-06T20:18:53.283890+00:00,51.219,90.063,23.901,90.000,61.281,255
10064,613594.322234,2026-09-06T20:18:53.402645+00:00,51.999,91.575,24.344,90.597,62.076,255
10065,613594.434655,2026-09-06T20:18:53.508823+00:00,50.369,88.349,23.444,89.401,60.293,255
10066,613594.543103,2026-09-06T20:18:53.619590+00:00,50.747,89.054,23.667,89.713,60.701,255
10067,613594.656243,2026-09-06T20:18:53.738752+00:00,51.793,91.210,24.187,90.561,61.775,255
10068,613594.776288,2026-09-06T20:18:53.858718+00:00,51.720,91.089,24.116,90.598,61.642,255
10069,613594.896593,2026-09-06T20:18:53.979839+00:00,51.188,89.962,23.904,89.977,61.159,255
10070,613595.017306,2026-09-06T20:18:54.099562+00:00,52.041,91.682,24.383,90.488,62.158,255
10071,613595.139368,2026-09-06T20:18:54.222400+00:00,52.118,91.802,24.438,90.562,62.297,255
10072,613595.260527,2026-09-06T20:18:54.338971+00:00,51.830,91.319,24.194,90.556,62.041,255
10073,613595.372675,2026-09-06T20:18:54.446619+00:00,51.008,89.681,23.745,89.953,61.230,255
10074,613595.476757,2026-09-06T20:18:54.555121+00:00,51.356,90.392,23.936,90.162,61.670,255
10075,613595.594437,2026-09-06T20:18:54.676775+00:00,51.755,91.189,24.143,90.504,61.977,255
10076,613595.713026,2026-09-06T20:18:54.794144+00:00,51.873,91.339,24.345,90.106,62.276,255
10077,613595.833368,2026-09-06T20:18:54.914774+00:00,53.648,95.039,25.177,91.689,64.037,255
10078,613595.948792,2026-09-06T20:18:55.024996+00:00,52.845,93.457,24.712,91.191,63.147,255
10079,613596.063124,2026-09-06T20:18:55.145632+00:00,52.147,91.929,24.435,90.504,62.470,255
10080,613596.185384,2026-09-06T20:18:55.263325+00:00,51.564,90.785,24.089,90.171,61.861,255
10081,613596.295148,2026-09-06T20:18:55.375047+00:00,52.493,92.777,24.419,91.392,62.585,255
10082,613596.413746,2026-09-06T20:18:55.496694+00:00,51.591,90.837,24.078,90.321,61.713,255
10083,613596.531562,2026-09-06T20:18:55.605278+00:00,52.346,92.412,24.421,91.045,62.414,255
10084,613596.638472,2026-09-06T20:18:55.719931+00:00,51.761,91.424,23.892,91.233,61.601,255
10085,613596.753294,2026-09-06T20:18:55.828972+00:00,51.790,91.381,24.040,90.838,61.700,255
10086,613596.866257,2026-09-06T20:18:55.948697+00:00,52.323,92.297,24.473,90.886,62.327,255
10087,613596.988139,2026-09-06T20:18:56.067292+00:00,51.707,91.054,24.120,90.552,61.664,255
10088,613597.099141,2026-09-06T20:18:56.177772+00:00,51.857,91.407,24.144,90.824,61.780,255
10089,613597.215029,2026-09-06T20:18:56.297170+00:00,51.281,90.219,23.875,90.268,61.185,255
10090,613597.334007,2026-09-06T20:18:56.407255+00:00,50.601,88.914,23.416,90.094,60.342,255
10091,613597.437855,2026-09-06T20:18:56.511484+00:00,51.452,90.580,23.921,90.589,61.274,255
10092,613597.547471,2026-09-06T20:18:56.630178+00:00,50.481,88.562,23.441,89.832,60.236,255
10093,613597.667452,2026-09-06T20:18:56.749892+00:00,51.693,91.168,23.954,90.988,61.432,255
10094,613597.788774,2026-09-06T20:18:56.868848+00:00,51.172,89.934,23.863,90.128,61.053,255
10095,613597.901545,2026-09-06T20:18:56.979253+00:00,51.706,91.005,24.150,90.517,61.601,255
10096,613598.015878,2026-09-06T20:18:57.098627+00:00,51.548,90.749,24.023,90.464,61.493,255
10097,613598.136359,2026-09-06T20:18:57.219228+00:00,52.214,92.085,24.381,90.951,62.182,255
10098,613598.254431,2026-09-06T20:18:57.327225+00:00,51.509,90.676,24.015,90.354,61.547,255
10099,613598.362825,2026-09-06T20:18:57.444928+00:00,50.389,88.467,23.357,89.714,60.315,255
10100,613598.480180,2026-09-06T20:18:57.561612+00:00,50.398,88.461,23.378,89.694,60.295,255
10101,613598.599312,2026-09-06T20:18:57.681988+00:00,51.041,89.755,23.743,90.064,60.944,255
10102,613598.718380,2026-09-06T20:18:57.795095+00:00,50.794,89.187,23.670,89.763,60.755,255
10103,613598.828371,2026-09-06T20:18:57.908255+00:00,50.898,89.596,23.531,90.317,60.720,255
10104,613598.946774,2026-09-06T20:18:58.021827+00:00,51.467,90.655,23.907,90.598,61.316,255
10105,613599.054819,2026-09-06T20:18:58.137309+00:00,50.752,89.191,23.566,89.918,60.605,255
10106,613599.174783,2026-09-06T20:18:58.258490+00:00,51.505,90.677,23.993,90.422,61.395,255
10107,613599.288817,2026-09-06T20:18:58.362649+00:00,51.995,91.602,24.313,90.646,61.895,255
10108,613599.400416,2026-09-06T20:18:58.483096+00:00,52.199,92.076,24.338,91.067,61.975,255
10109,613599.519541,2026-09-06T20:18:58.601426+00:00,51.068,89.804,23.732,90.234,60.860,255
10110,613599.637689,2026-09-06T20:18:58.719547+00:00,51.724,91.176,24.013,90.935,61.400,255
10111,613599.757251,2026-09-06T20:18:58.832293+00:00,50.418,88.475,23.423,89.604,60.185,255
10112,613599.865097,2026-09-06T20:18:58.938135+00:00,51.615,90.892,24.027,90.654,61.354,255
10113,613599.972300,2026-09-06T20:18:59.055313+00:00,52.397,92.502,24.420,91.266,62.178,255
10114,613600.091870,2026-09-06T20:18:59.173886+00:00,50.995,89.602,23.755,90.000,60.851,255
10115,613600.212881,2026-09-06T20:18:59.292918+00:00,50.458,88.568,23.416,89.744,60.282,255
10116,613600.323566,2026-09-06T20:18:59.398597+00:00,50.552,88.770,23.467,89.779,60.397,255
10117,613600.435506,2026-09-06T20:18:59.516724+00:00,50.160,87.933,23.328,89.247,60.067,255
10118,613600.555215,2026-09-06T20:18:59.637470+00:00,50.797,89.227,23.631,89.879,60.789,255
10119,613600.674480,2026-09-06T20:18:59.748703+00:00,51.015,89.650,23.758,90.037,61.083,255
10120,613600.783983,2026-09-06T20:18:59.867098+00:00,51.055,89.713,23.828,89.855,61.230,255
10121,613600.901723,2026-09-06T20:18:59.975599+00:00,50.940,89.523,23.697,90.018,61.004,255
10122,613601.010157,2026-09-06T20:19:00.092651+00:00,51.222,90.153,23.782,90.402,61.147,255
10123,613601.124837,2026-09-06T20:19:00.198802+00:00,50.547,88.746,23.484,89.706,60.565,255
10124,613601.237230,2026-09-06T20:19:00.320462+00:00,50.633,88.918,23.526,89.803,60.682,255
10125,613601.357726,2026-09-06T20:19:00.440515+00:00,51.027,89.647,23.803,89.916,61.073,255
10126,613601.476665,2026-09-06T20:19:00.552157+00:00,50.615,88.886,23.517,89.764,60.588,255
10127,613601.585680,2026-09-06T20:19:00.668231+00:00,50.098,87.931,23.137,89.695,59.938,255
10128,613601.704283,2026-09-06T20:19:00.777349+00:00,49.735,87.143,23.006,89.249,59.540,255
10129,613601.808478,2026-09-06T20:19:00.882407+00:00,50.212,88.050,23.330,89.389,60.032,255
10130,613601.917720,2026-09-06T20:19:00.999884+00:00,50.347,88.226,23.516,89.153,60.248,255
10131,613602.033435,2026-09-06T20:19:01.109876+00:00,51.012,89.571,23.828,89.853,60.822,255
10132,613602.147211,2026-09-06T20:19:01.229832+00:00,50.694,88.976,23.616,89.713,60.493,255
10133,613602.268349,2026-09-06T20:19:01.347314+00:00,49.787,87.253,22.986,89.528,59.436,255
10134,613602.380224,2026-09-06T20:19:01.459307+00:00,49.569,86.804,22.938,89.038,59.279,255
10135,613602.495381,2026-09-06T20:19:01.577716+00:00,51.180,89.983,23.855,90.111,61.010,255
10136,613602.615314,2026-09-06T20:19:01.688838+00:00,50.089,87.813,23.246,89.369,59.876,255
10137,613602.721504,2026-09-06T20:19:01.803229+00:00,50.785,89.267,23.565,90.014,60.624,255
10138,613602.839866,2026-09-06T20:19:01.922146+00:00,50.979,89.658,23.691,90.041,60.943,255
10139,613602.958026,2026-09-06T20:19:02.040557+00:00,50.466,88.577,23.468,89.523,60.462,255
10140,613603.078417,2026-09-06T20:19:02.157395+00:00,51.442,90.537,23.985,90.279,61.439,255
10141,613603.190782,2026-09-06T20:19:02.271002+00:00,50.608,88.900,23.512,89.699,60.605,255
10142,613603.308317,2026-09-06T20:19:02.390617+00:00,50.100,87.867,23.208,89.508,59.905,255
10143,613603.429468,2026-09-06T20:19:02.512477+00:00,50.968,89.700,23.570,90.454,60.698,255
10144,613603.549803,2026-09-06T20:19:02.632694+00:00,50.972,89.600,23.708,90.046,60.918,255
10145,613603.671601,2026-09-06T20:19:02.754040+00:00,50.786,89.231,23.618,89.846,60.804,255
10146,613603.791620,2026-09-06T20:19:02.873556+00:00,51.098,89.855,23.784,90.091,61.043,255
10147,613603.912366,2026-09-06T20:19:02.994393+00:00,51.213,90.275,23.642,90.727,60.929,255
10148,613604.032251,2026-09-06T20:19:03.113871+00:00,51.227,90.143,23.781,90.480,61.036,255
10149,613604.149681,2026-09-06T20:19:03.224685+00:00,50.932,89.627,23.555,90.409,60.710,255
10150,613604.258039,2026-09-06T20:19:03.331198+00:00,51.280,90.257,23.800,90.546,61.120,255
10151,613604.362659,2026-09-06T20:19:03.436294+00:00,50.500,88.686,23.389,89.944,60.350,255
10152,613604.474176,2026-09-06T20:19:03.556152+00:00,49.681,87.029,23.031,88.948,59.515,255
10153,613604.593692,2026-09-06T20:19:03.671976+00:00,50.703,89.094,23.579,89.677,60.650,255
10154,613604.704601,2026-09-06T20:19:03.783406+00:00,50.357,88.384,23.390,89.479,60.270,255
10155,613604.821342,2026-09-06T20:19:03.903563+00:00,50.809,89.274,23.612,89.965,60.675,255
10156,613604.942844,2026-09-06T20:19:04.025398+00:00,51.238,90.162,23.854,90.154,61.092,255
10157,613605.063487,2026-09-06T20:19:04.145922+00:00,50.974,89.679,23.647,90.170,60.812,255
10158,613605.178257,2026-09-06T20:19:04.252415+00:00,50.665,89.048,23.475,89.994,60.488,255
10159,613605.290560,2026-09-06T20:19:04.373146+00:00,49.999,87.695,23.147,89.396,59.687,255
10160,613605.410107,2026-09-06T20:19:04.491297+00:00,51.227,90.178,23.750,90.547,60.966,255
10161,613605.529700,2026-09-06T20:19:04.606061+00:00,51.585,90.934,23.908,90.892,61.364,255
10162,613605.637258,2026-09-06T20:19:04.717080+00:00,51.446,90.600,23.904,90.570,61.344,255
10163,613605.754390,2026-09-06T20:19:04.835168+00:00,50.145,88.017,23.167,89.725,59.962,255
10164,613605.872415,2026-09-06T20:19:04.954183+00:00,50.279,88.351,23.183,89.946,60.078,255
10165,613605.992106,2026-09-06T20:19:05.073938+00:00,50.466,88.695,23.307,90.042,60.277,255
10166,613606.112977,2026-09-06T20:19:05.191978+00:00,50.606,88.864,23.514,89.766,60.530,255
10167,613606.224626,2026-09-06T20:19:05.302614+00:00,50.438,88.532,23.420,89.641,60.313,255
10168,613606.342318,2026-09-06T20:19:05.418551+00:00,50.526,88.717,23.451,89.776,60.378,255
10169,613606.449238,2026-09-06T20:19:05.529675+00:00,50.509,88.746,23.357,90.033,60.354,255
10170,613606.566033,2026-09-06T20:19:05.639963+00:00,51.390,90.602,23.756,90.841,61.133,255
10171,613606.673213,2026-09-06T20:19:05.754681+00:00,51.559,90.797,24.031,90.386,61.432,255
10172,613606.790149,2026-09-06T20:19:05.865153+00:00,51.077,89.991,23.586,90.573,60.791,255
10173,613606.902408,2026-09-06T20:19:05.985897+00:00,51.075,90.025,23.547,90.662,60.807,255
10174,613607.023921,2026-09-06T20:19:06.106035+00:00,52.303,92.402,24.308,91.281,62.236,255
10175,613607.144862,2026-09-06T20:19:06.222836+00:00,51.800,91.291,24.140,90.647,61.784,255
10176,613607.254859,2026-09-06T20:19:06.334595+00:00,51.703,91.286,23.901,91.035,61.496,255
10177,613607.373447,2026-09-06T20:19:06.456494+00:00,51.380,90.502,23.847,90.537,61.131,255
10178,613607.493633,2026-09-06T20:19:06.576293+00:00,51.457,90.630,23.940,90.400,61.297,255
10179,613607.614172,2026-09-06T20:19:06.697888+00:00,51.609,91.055,23.882,90.915,61.253,255
10180,613607.734272,2026-09-06T20:19:06.813144+00:00,52.052,92.007,24.078,91.296,61.698,255
10181,613607.845686,2026-09-06T20:19:06.919531+00:00,51.513,90.799,23.876,90.783,61.162,255
10182,613607.953100,2026-09-06T20:19:07.031638+00:00,51.727,91.163,24.071,90.694,61.438,255
10183,613608.069300,2026-09-06T20:19:07.145336+00:00,51.115,89.973,23.699,90.369,60.841,255
