# anchor t_raw_s=64025.234277625 utc=2026-08-30T07:16:45.508010+00:00
# cmd=dcgmi dmon -i 2 -e 155,150,100,101,203,204,252 -d 1000
64025.344202	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
64025.344301	ID               W                 C
64025.433546	GPU 2           106.515           60           465          5001         0                 0                 0
64026.435329	GPU 2           63.387            58           285          810          0                 0                 0
64027.436838	GPU 2           48.725            57           210          810          0                 0                 0
64028.438162	GPU 2           34.362            57           210          405          0                 0                 1
64029.439762	GPU 2           32.535            57           210          405          0                 0                 3
64030.441228	GPU 2           107.269           64           1470         9501         100               24                1065
64031.442666	GPU 2           349.546           67           1470         9501         100               24                1065
64032.444437	GPU 2           310.018           63           1905         9501         0                 0                 1065
64033.445697	GPU 2           179.554           61           1905         9501         0                 0                 1065
64034.447257	GPU 2           177.102           66           1470         9501         100               23                1065
64035.448945	GPU 2           349.355           68           1440         9501         100               23                1065
64036.450265	GPU 2           312.653           64           1905         9501         0                 0                 1065
64037.451501	GPU 2           165.684           62           1905         9501         0                 0                 1065
64038.453142	GPU 2           177.240           66           1485         9501         100               21                1065
64039.454650	GPU 2           348.724           69           1470         9501         100               22                1065
64040.454758	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
64040.454785	ID               W                 C
64040.456394	GPU 2           315.452           64           1905         9501         0                 0                 1065
64041.457961	GPU 2           169.481           63           1905         9501         0                 0                 1065
64042.459380	GPU 2           139.365           61           1710         9501         0                 0                 1065
64043.460778	GPU 2           122.811           61           1710         9751         0                 0                 1
64044.462631	GPU 2           122.664           60           735          5001         0                 0                 3
64045.464120	GPU 2           103.384           61           1920         9501         100               3                 521
64046.465486	GPU 2           154.282           62           1920         9501         100               3                 521
64047.466730	GPU 2           156.834           62           1920         9501         100               3                 521
64048.468127	GPU 2           156.927           62           1920         9501         100               3                 521
64049.469583	GPU 2           156.818           62           1920         9501         100               3                 521
64050.470936	GPU 2           156.805           62           1920         9501         100               3                 521
