pair_id,role,case_id,model_family,freeze_note,platform,arithmetic_intensity,active_tflops,wall_tflops,normalized_arithmetic_intensity,normalized_wall_throughput,mode
gpt2-decode-b2-s256,inference,gpt2-decode-b2-s256-n32,gpt2-124m,Same architecture precision batch size and initial context length,rtx3090-node1-gpu1-200w,14.216740666082268,0.7671768318906126,0.7670424326560507,0.1766104916329463,0.0118498686737684,gpt2_decode
gpt2-decode-b2-s256,training,gpt2-train-b2-s256,gpt2-124m,Same architecture precision batch size and initial context length,rtx3090-node1-gpu1-200w,25.09888624865464,11.830208113742744,11.824244282105616,0.3117962649758192,0.1826701313307106,gpt2_train
gpt2-prefill-b2-s256,inference,gpt2-prefill-b2-s256,gpt2-124m,Same architecture precision batch size and context length,rtx3090-node1-gpu1-200w,113.78562258710264,19.017933232835656,18.97954545799158,1.41352615327736,0.2932107945922041,gpt2_prefill
gpt2-prefill-b2-s256,training,gpt2-train-b2-s256,gpt2-124m,Same architecture precision batch size and context length,rtx3090-node1-gpu1-200w,25.09888624865464,11.830208113742744,11.824244282105616,0.3117962649758192,0.1826701313307106,gpt2_train
resnet50-b64,inference,resnet50-infer-b64,resnet50,Same architecture precision and batch size,rtx3090-node1-gpu1-200w,44.55976655421969,17.987949060548967,17.97808697722757,0.5535531992199398,0.2777394843047242,resnet50_infer
resnet50-b64,training,resnet50-train-b64,resnet50,Same architecture precision and batch size,rtx3090-node1-gpu1-200w,14.607832743209087,5.66704520982962,5.665565777084908,0.1814689163336166,0.0875260710005039,resnet50_train
