frame,t_raw_s,utc,therm_mean,therm_max,roi_mean
4559,619735.125839,2026-09-06T22:01:14.102033+00:00,32161.66,60000.00,32881.40
4560,619735.165850,2026-09-06T22:01:14.142041+00:00,32162.81,60000.00,32882.53
4561,619735.205849,2026-09-06T22:01:14.182044+00:00,32163.49,60000.00,32883.26
4562,619735.245776,2026-09-06T22:01:14.221746+00:00,32163.96,60000.00,32883.73
4563,619735.285788,2026-09-06T22:01:14.261774+00:00,32164.33,60000.00,32883.98
4564,619735.325780,2026-09-06T22:01:14.301754+00:00,32164.44,60000.00,32884.07
4565,619735.365777,2026-09-06T22:01:14.341759+00:00,32164.13,60000.00,32883.69
4566,619735.405798,2026-09-06T22:01:14.381785+00:00,32164.16,60000.00,32883.77
4567,619735.445849,2026-09-06T22:01:14.422045+00:00,32164.26,60000.00,32883.85
4568,619735.485850,2026-09-06T22:01:14.462030+00:00,32164.61,60000.00,32884.16
4569,619735.525860,2026-09-06T22:01:14.502052+00:00,32165.72,60000.00,32885.27
4570,619735.565797,2026-09-06T22:01:14.541774+00:00,32166.84,60000.00,32886.45
4571,619735.605791,2026-09-06T22:01:14.581771+00:00,32167.45,60000.00,32887.01
4572,619735.645842,2026-09-06T22:01:14.622022+00:00,32167.53,60000.00,32887.08
4573,619735.685834,2026-09-06T22:01:14.662026+00:00,32167.49,60000.00,32887.10
4574,619735.725977,2026-09-06T22:01:14.702164+00:00,32167.48,60000.00,32887.13
4575,619735.765778,2026-09-06T22:01:14.741770+00:00,32166.99,60000.00,32886.53
4576,619735.805800,2026-09-06T22:01:14.781776+00:00,32167.00,60000.00,32886.45
4577,619735.845845,2026-09-06T22:01:14.822041+00:00,32167.23,60000.00,32886.62
4578,619735.885916,2026-09-06T22:01:14.862105+00:00,32167.71,60000.00,32887.12
4579,619735.925862,2026-09-06T22:01:14.902052+00:00,32168.09,60000.00,32887.39
4580,619735.965809,2026-09-06T22:01:14.941798+00:00,32168.28,60000.00,32887.59
4581,619736.005786,2026-09-06T22:01:14.981772+00:00,32168.66,60000.00,32887.89
4582,619736.045861,2026-09-06T22:01:15.021835+00:00,32168.73,60000.00,32888.01
4583,619736.085796,2026-09-06T22:01:15.061781+00:00,32168.19,60000.00,32887.49
4584,619736.125883,2026-09-06T22:01:15.101860+00:00,32167.80,60000.00,32887.14
4585,619736.165895,2026-09-06T22:01:15.142094+00:00,32167.03,60000.00,32886.57
4586,619736.205879,2026-09-06T22:01:15.182062+00:00,32166.25,60000.00,32885.86
4587,619736.245832,2026-09-06T22:01:15.222029+00:00,32165.05,60000.00,32884.81
4588,619736.285787,2026-09-06T22:01:15.261761+00:00,32164.08,60000.00,32883.67
4589,619736.325788,2026-09-06T22:01:15.301772+00:00,32163.47,60000.00,32882.95
4590,619736.365840,2026-09-06T22:01:15.342023+00:00,32163.45,60000.00,32882.89
4591,619736.405847,2026-09-06T22:01:15.382034+00:00,32163.53,60000.00,32882.99
4592,619736.445858,2026-09-06T22:01:15.422041+00:00,32163.92,60000.00,32883.52
4593,619736.485786,2026-09-06T22:01:15.461761+00:00,32163.82,60000.00,32883.34
4594,619736.525803,2026-09-06T22:01:15.501777+00:00,32164.66,60000.00,32884.24
4595,619736.565889,2026-09-06T22:01:15.542085+00:00,32165.80,60000.00,32885.28
4596,619736.605871,2026-09-06T22:01:15.582055+00:00,32167.12,60000.00,32886.63
4597,619736.645827,2026-09-06T22:01:15.622017+00:00,32168.46,60000.00,32887.81
4598,619736.685871,2026-09-06T22:01:15.661847+00:00,32169.12,60000.00,32888.37
4599,619736.725797,2026-09-06T22:01:15.701774+00:00,32170.16,60000.00,32889.34
4600,619736.765805,2026-09-06T22:01:15.741770+00:00,32171.59,60000.00,32890.80
4601,619736.805802,2026-09-06T22:01:15.781776+00:00,32173.42,60000.00,32892.67
4602,619736.845796,2026-09-06T22:01:15.821766+00:00,32173.84,60000.00,32893.03
4603,619736.885917,2026-09-06T22:01:15.862155+00:00,32174.87,60000.00,32893.95
4604,619736.925886,2026-09-06T22:01:15.902061+00:00,32175.59,60000.00,32894.63
4605,619736.965978,2026-09-06T22:01:15.942173+00:00,32175.29,60000.00,32894.36
4606,619737.005799,2026-09-06T22:01:15.981775+00:00,32174.85,60000.00,32893.83
4607,619737.045903,2026-09-06T22:01:16.021882+00:00,32174.01,60000.00,32892.91
4608,619737.085891,2026-09-06T22:01:16.062069+00:00,32172.67,60000.00,32891.51
4609,619737.125863,2026-09-06T22:01:16.102048+00:00,32171.89,60000.00,32890.77
4610,619737.165914,2026-09-06T22:01:16.142098+00:00,32171.31,60000.00,32890.21
4611,619737.205821,2026-09-06T22:01:16.181807+00:00,32170.75,60000.00,32889.68
4612,619737.245844,2026-09-06T22:01:16.221810+00:00,32170.35,60000.00,32889.37
4613,619737.285894,2026-09-06T22:01:16.262088+00:00,32169.94,60000.00,32888.88
4614,619737.325972,2026-09-06T22:01:16.302159+00:00,32169.40,60000.00,32888.52
4615,619737.365852,2026-09-06T22:01:16.342045+00:00,32168.77,60000.00,32888.01
4616,619737.405810,2026-09-06T22:01:16.381785+00:00,32167.87,60000.00,32887.33
4617,619737.445817,2026-09-06T22:01:16.421790+00:00,32168.06,60000.00,32887.41
4618,619737.485796,2026-09-06T22:01:16.461768+00:00,32168.76,60000.00,32888.09
4619,619737.525824,2026-09-06T22:01:16.501809+00:00,32168.99,60000.00,32888.29
4620,619737.565802,2026-09-06T22:01:16.541760+00:00,32169.78,60000.00,32888.87
4621,619737.605918,2026-09-06T22:01:16.582108+00:00,32169.78,60000.00,32888.93
4622,619737.645889,2026-09-06T22:01:16.622067+00:00,32169.00,60000.00,32888.23
4623,619737.685906,2026-09-06T22:01:16.662101+00:00,32168.30,60000.00,32887.48
4624,619737.725827,2026-09-06T22:01:16.701781+00:00,32168.05,60000.00,32887.30
4625,619737.765841,2026-09-06T22:01:16.741812+00:00,32167.12,60000.00,32886.43
4626,619737.805892,2026-09-06T22:01:16.782066+00:00,32165.84,60000.00,32885.19
4627,619737.845879,2026-09-06T22:01:16.822112+00:00,32163.91,60000.00,32883.29
4628,619737.885875,2026-09-06T22:01:16.862046+00:00,32161.95,60000.00,32881.45
4629,619737.925816,2026-09-06T22:01:16.901791+00:00,32160.32,60000.00,32879.91
4630,619737.965874,2026-09-06T22:01:16.941841+00:00,32159.10,60000.00,32878.63
4631,619738.005860,2026-09-06T22:01:16.982049+00:00,32159.10,60000.00,32878.62
4632,619738.045914,2026-09-06T22:01:17.022086+00:00,32158.63,60000.00,32878.18
4633,619738.085900,2026-09-06T22:01:17.062087+00:00,32158.72,60000.00,32878.29
4634,619738.125836,2026-09-06T22:01:17.101801+00:00,32159.12,60000.00,32878.71
4635,619738.165800,2026-09-06T22:01:17.141779+00:00,32160.11,60000.00,32879.71
4636,619738.205834,2026-09-06T22:01:17.181792+00:00,32160.47,60000.00,32880.03
4637,619738.245811,2026-09-06T22:01:17.221781+00:00,32160.63,60000.00,32880.02
4638,619738.285837,2026-09-06T22:01:17.261803+00:00,32160.26,60000.00,32879.74
4639,619738.325893,2026-09-06T22:01:17.302078+00:00,32159.35,60000.00,32878.94
4640,619738.365875,2026-09-06T22:01:17.342053+00:00,32158.41,60000.00,32877.87
4641,619738.405901,2026-09-06T22:01:17.382090+00:00,32159.00,60000.00,32878.58
4642,619738.445807,2026-09-06T22:01:17.421774+00:00,32159.43,60000.00,32878.82
4643,619738.485824,2026-09-06T22:01:17.461796+00:00,32160.76,60000.00,32879.69
4644,619738.526052,2026-09-06T22:01:17.502230+00:00,32161.19,60000.00,32880.28
4645,619738.565900,2026-09-06T22:01:17.542089+00:00,32161.75,60000.00,32880.96
4646,619738.605889,2026-09-06T22:01:17.582067+00:00,32162.71,60000.00,32881.88
4647,619738.645810,2026-09-06T22:01:17.621774+00:00,32163.51,60000.00,32882.66
4648,619738.685841,2026-09-06T22:01:17.661799+00:00,32164.71,60000.00,32883.83
4649,619738.725903,2026-09-06T22:01:17.702124+00:00,32165.76,60000.00,32884.73
4650,619738.765907,2026-09-06T22:01:17.742082+00:00,32165.82,60000.00,32884.85
4651,619738.805850,2026-09-06T22:01:17.782031+00:00,32165.46,60000.00,32884.46
4652,619738.845796,2026-09-06T22:01:17.821757+00:00,32165.21,60000.00,32884.22
4653,619738.885828,2026-09-06T22:01:17.861794+00:00,32165.23,60000.00,32884.23
4654,619738.925792,2026-09-06T22:01:17.901758+00:00,32165.08,60000.00,32884.10
4655,619738.965837,2026-09-06T22:01:17.941810+00:00,32165.33,60000.00,32884.13
4656,619739.005830,2026-09-06T22:01:17.981791+00:00,32166.09,60000.00,32884.84
4657,619739.045788,2026-09-06T22:01:18.021758+00:00,32166.23,60000.00,32884.93
4658,619739.085860,2026-09-06T22:01:18.061831+00:00,32166.18,60000.00,32884.93
4659,619739.125834,2026-09-06T22:01:18.101804+00:00,32165.86,60000.00,32884.65
4660,619739.165895,2026-09-06T22:01:18.142062+00:00,32165.86,60000.00,32884.65
4661,619739.205888,2026-09-06T22:01:18.182070+00:00,32165.02,60000.00,32883.84
4662,619739.245901,2026-09-06T22:01:18.221861+00:00,32163.94,60000.00,32882.77
4663,619739.285826,2026-09-06T22:01:18.261793+00:00,32163.18,60000.00,32881.97
4664,619739.325827,2026-09-06T22:01:18.301776+00:00,32163.00,60000.00,32881.82
4665,619739.365809,2026-09-06T22:01:18.341771+00:00,32162.60,60000.00,32881.46
4666,619739.405839,2026-09-06T22:01:18.381792+00:00,32162.68,60000.00,32881.52
4667,619739.445916,2026-09-06T22:01:18.422142+00:00,32163.05,60000.00,32881.89
4668,619739.485891,2026-09-06T22:01:18.462051+00:00,32163.30,60000.00,32882.10
4669,619739.525917,2026-09-06T22:01:18.502147+00:00,32163.73,60000.00,32882.51
4670,619739.565824,2026-09-06T22:01:18.541783+00:00,32163.89,60000.00,32882.61
4671,619739.605823,2026-09-06T22:01:18.581788+00:00,32163.88,60000.00,32882.72
4672,619739.645906,2026-09-06T22:01:18.622074+00:00,32163.83,60000.00,32882.76
4673,619739.685949,2026-09-06T22:01:18.662131+00:00,32164.35,60000.00,32883.20
4674,619739.726003,2026-09-06T22:01:18.702155+00:00,32164.64,60000.00,32883.42
4675,619739.765840,2026-09-06T22:01:18.741799+00:00,32165.09,60000.00,32883.89
4676,619739.805907,2026-09-06T22:01:18.781857+00:00,32164.97,60000.00,32883.77
4677,619739.845828,2026-09-06T22:01:18.821794+00:00,32164.64,60000.00,32883.44
4678,619739.885825,2026-09-06T22:01:18.861780+00:00,32164.42,60000.00,32883.26
4679,619739.925839,2026-09-06T22:01:18.901815+00:00,32164.40,60000.00,32883.28
4680,619739.965927,2026-09-06T22:01:18.942092+00:00,32164.52,60000.00,32883.33
4681,619740.005894,2026-09-06T22:01:18.982073+00:00,32164.71,60000.00,32883.52
4682,619740.045957,2026-09-06T22:01:19.022119+00:00,32164.78,60000.00,32883.57
4683,619740.085833,2026-09-06T22:01:19.061792+00:00,32164.80,60000.00,32883.60
4684,619740.125832,2026-09-06T22:01:19.101779+00:00,32164.76,60000.00,32883.51
4685,619740.165900,2026-09-06T22:01:19.142074+00:00,32165.23,60000.00,32884.18
4686,619740.205878,2026-09-06T22:01:19.182039+00:00,32166.01,60000.00,32884.86
4687,619740.245852,2026-09-06T22:01:19.222025+00:00,32166.74,60000.00,32885.76
4688,619740.285827,2026-09-06T22:01:19.261778+00:00,32166.50,60000.00,32885.45
4689,619740.325832,2026-09-06T22:01:19.301793+00:00,32166.26,60000.00,32885.25
4690,619740.365797,2026-09-06T22:01:19.341743+00:00,32166.44,60000.00,32885.41
4691,619740.405848,2026-09-06T22:01:19.381810+00:00,32166.91,60000.00,32885.86
4692,619740.445826,2026-09-06T22:01:19.421779+00:00,32167.40,60000.00,32886.29
4693,619740.485910,2026-09-06T22:01:19.462083+00:00,32167.91,60000.00,32886.83
4694,619740.525979,2026-09-06T22:01:19.502150+00:00,32168.12,60000.00,32886.98
4695,619740.565908,2026-09-06T22:01:19.542074+00:00,32167.82,60000.00,32886.79
4696,619740.605833,2026-09-06T22:01:19.581783+00:00,32167.56,60000.00,32886.43
4697,619740.645839,2026-09-06T22:01:19.621810+00:00,32166.99,60000.00,32885.94
4698,619740.685904,2026-09-06T22:01:19.662071+00:00,32166.26,60000.00,32885.24
4699,619740.725970,2026-09-06T22:01:19.702137+00:00,32165.33,60000.00,32884.29
4700,619740.765948,2026-09-06T22:01:19.742106+00:00,32164.80,60000.00,32883.74
4701,619740.805875,2026-09-06T22:01:19.781840+00:00,32164.21,60000.00,32883.17
4702,619740.845866,2026-09-06T22:01:19.821828+00:00,32163.57,60000.00,32882.43
4703,619740.885917,2026-09-06T22:01:19.862133+00:00,32163.37,60000.00,32882.27
4704,619740.925926,2026-09-06T22:01:19.902082+00:00,32163.04,60000.00,32882.06
4705,619740.965987,2026-09-06T22:01:19.942213+00:00,32162.44,60000.00,32881.50
4706,619741.005838,2026-09-06T22:01:19.981793+00:00,32161.52,60000.00,32880.52
4707,619741.045909,2026-09-06T22:01:20.021866+00:00,32160.80,60000.00,32879.69
4708,619741.085831,2026-09-06T22:01:20.061775+00:00,32160.82,60000.00,32879.65
4709,619741.125851,2026-09-06T22:01:20.101806+00:00,32161.20,60000.00,32880.10
4710,619741.165808,2026-09-06T22:01:20.141758+00:00,32161.32,60000.00,32880.27
4711,619741.205905,2026-09-06T22:01:20.182171+00:00,32160.47,60000.00,32879.37
4712,619741.245945,2026-09-06T22:01:20.222103+00:00,32159.77,60000.00,32878.62
4713,619741.285940,2026-09-06T22:01:20.262111+00:00,32159.96,60000.00,32878.91
4714,619741.325841,2026-09-06T22:01:20.301792+00:00,32159.62,60000.00,32879.06
4715,619741.365836,2026-09-06T22:01:20.341800+00:00,32158.62,60000.00,32878.23
4716,619741.405913,2026-09-06T22:01:20.382073+00:00,32158.26,60000.00,32878.06
4717,619741.445939,2026-09-06T22:01:20.422111+00:00,32158.11,60000.00,32877.95
4718,619741.485931,2026-09-06T22:01:20.462089+00:00,32158.29,60000.00,32878.20
4719,619741.525995,2026-09-06T22:01:20.502007+00:00,32158.81,60000.00,32878.78
4720,619741.565944,2026-09-06T22:01:20.541906+00:00,32159.39,60000.00,32879.34
4721,619741.605770,2026-09-06T22:01:20.581323+00:00,32159.92,60000.00,32879.82
4722,619741.645728,2026-09-06T22:01:20.621277+00:00,32161.01,60000.00,32880.37
4723,619741.685800,2026-09-06T22:01:20.661359+00:00,32161.89,60000.00,32881.24
4724,619741.726011,2026-09-06T22:01:20.702157+00:00,32162.86,60000.00,32882.33
4725,619741.765920,2026-09-06T22:01:20.742097+00:00,32164.39,60000.00,32883.77
4726,619741.805990,2026-09-06T22:01:20.782153+00:00,32165.89,60000.00,32885.41
4727,619741.845857,2026-09-06T22:01:20.821807+00:00,32166.90,60000.00,32886.33
4728,619741.885870,2026-09-06T22:01:20.861813+00:00,32167.28,60000.00,32886.64
4729,619741.925935,2026-09-06T22:01:20.902148+00:00,32167.80,60000.00,32887.04
4730,619741.966059,2026-09-06T22:01:20.942227+00:00,32167.30,60000.00,32886.66
4731,619742.005925,2026-09-06T22:01:20.982103+00:00,32165.97,60000.00,32885.38
4732,619742.045860,2026-09-06T22:01:21.021806+00:00,32164.22,60000.00,32883.71
4733,619742.085848,2026-09-06T22:01:21.061803+00:00,32162.75,60000.00,32882.33
4734,619742.125925,2026-09-06T22:01:21.102082+00:00,32161.73,60000.00,32881.38
4735,619742.165941,2026-09-06T22:01:21.142113+00:00,32160.76,60000.00,32880.45
4736,619742.206027,2026-09-06T22:01:21.182187+00:00,32159.50,60000.00,32879.21
4737,619742.245872,2026-09-06T22:01:21.221829+00:00,32158.73,60000.00,32878.32
4738,619742.285865,2026-09-06T22:01:21.261809+00:00,32159.88,60000.00,32879.42
4739,619742.325841,2026-09-06T22:01:21.301798+00:00,32160.95,60000.00,32880.97
4740,619742.365843,2026-09-06T22:01:21.341781+00:00,32162.15,60000.00,32882.18
4741,619742.405860,2026-09-06T22:01:21.381808+00:00,32163.26,60000.00,32883.41
4742,619742.445995,2026-09-06T22:01:21.422153+00:00,32164.56,60000.00,32884.65
4743,619742.485987,2026-09-06T22:01:21.462206+00:00,32165.99,60000.00,32886.10
4744,619742.526002,2026-09-06T22:01:21.502183+00:00,32167.11,60000.00,32887.11
4745,619742.565856,2026-09-06T22:01:21.541809+00:00,32167.79,60000.00,32887.70
4746,619742.605923,2026-09-06T22:01:21.581863+00:00,32168.09,60000.00,32887.95
4747,619742.645890,2026-09-06T22:01:21.622048+00:00,32167.89,60000.00,32887.76
4748,619742.685997,2026-09-06T22:01:21.662159+00:00,32167.94,60000.00,32887.95
4749,619742.726008,2026-09-06T22:01:21.702167+00:00,32167.74,60000.00,32887.74
4750,619742.765863,2026-09-06T22:01:21.741802+00:00,32167.85,60000.00,32887.85
4751,619742.805855,2026-09-06T22:01:21.781804+00:00,32168.31,60000.00,32888.30
4752,619742.845943,2026-09-06T22:01:21.822099+00:00,32168.62,60000.00,32888.64
4753,619742.885914,2026-09-06T22:01:21.862084+00:00,32168.62,60000.00,32888.72
4754,619742.926016,2026-09-06T22:01:21.902177+00:00,32168.41,60000.00,32888.58
4755,619742.965910,2026-09-06T22:01:21.941871+00:00,32168.39,60000.00,32888.42
4756,619743.005897,2026-09-06T22:01:21.981836+00:00,32168.77,60000.00,32888.76
4757,619743.045874,2026-09-06T22:01:22.021823+00:00,32169.39,60000.00,32889.39
4758,619743.085874,2026-09-06T22:01:22.061827+00:00,32170.18,60000.00,32890.16
4759,619743.125854,2026-09-06T22:01:22.101803+00:00,32171.35,60000.00,32891.41
4760,619743.165949,2026-09-06T22:01:22.142097+00:00,32172.35,60000.00,32892.30
4761,619743.205927,2026-09-06T22:01:22.182090+00:00,32173.08,60000.00,32893.16
4762,619743.245964,2026-09-06T22:01:22.222126+00:00,32173.70,60000.00,32893.83
4763,619743.285856,2026-09-06T22:01:22.261809+00:00,32174.06,60000.00,32894.03
4764,619743.325858,2026-09-06T22:01:22.301803+00:00,32173.82,60000.00,32893.70
4765,619743.365895,2026-09-06T22:01:22.341850+00:00,32174.87,60000.00,32894.89
4766,619743.405873,2026-09-06T22:01:22.381821+00:00,32175.29,60000.00,32895.36
4767,619743.445854,2026-09-06T22:01:22.421801+00:00,32175.36,60000.00,32895.40
4768,619743.485879,2026-09-06T22:01:22.461815+00:00,32173.65,60000.00,32893.72
4769,619743.525913,2026-09-06T22:01:22.501864+00:00,32172.71,60000.00,32892.31
4770,619743.565940,2026-09-06T22:01:22.542091+00:00,32172.12,60000.00,32891.57
4771,619743.605971,2026-09-06T22:01:22.582140+00:00,32172.09,60000.00,32891.40
4772,619743.645934,2026-09-06T22:01:22.622085+00:00,32172.64,60000.00,32891.95
4773,619743.685888,2026-09-06T22:01:22.661841+00:00,32173.09,60000.00,32892.41
4774,619743.725973,2026-09-06T22:01:22.701902+00:00,32173.09,60000.00,32892.41
4775,619743.765951,2026-09-06T22:01:22.742111+00:00,32173.10,60000.00,32892.46
4776,619743.805962,2026-09-06T22:01:22.782108+00:00,32173.06,60000.00,32892.41
4777,619743.845997,2026-09-06T22:01:22.822206+00:00,32172.69,60000.00,32892.08
4778,619743.885871,2026-09-06T22:01:22.861813+00:00,32172.53,60000.00,32891.96
4779,619743.925874,2026-09-06T22:01:22.901818+00:00,32172.51,60000.00,32892.00
4780,619743.965934,2026-09-06T22:01:22.941878+00:00,32172.55,60000.00,32891.95
4781,619744.005886,2026-09-06T22:01:22.981828+00:00,32172.77,60000.00,32892.31
4782,619744.045884,2026-09-06T22:01:23.021820+00:00,32172.85,60000.00,32892.40
4783,619744.085939,2026-09-06T22:01:23.062103+00:00,32173.09,60000.00,32892.65
4784,619744.126021,2026-09-06T22:01:23.102183+00:00,32172.89,60000.00,32892.37
4785,619744.165963,2026-09-06T22:01:23.142123+00:00,32172.30,60000.00,32891.82
4786,619744.205890,2026-09-06T22:01:23.181830+00:00,32172.16,60000.00,32891.78
4787,619744.245879,2026-09-06T22:01:23.221827+00:00,32172.17,60000.00,32891.75
4788,619744.285942,2026-09-06T22:01:23.262080+00:00,32173.18,60000.00,32892.70
4789,619744.325949,2026-09-06T22:01:23.302106+00:00,32174.60,60000.00,32894.03
4790,619744.365984,2026-09-06T22:01:23.342135+00:00,32175.74,60000.00,32895.07
4791,619744.405872,2026-09-06T22:01:23.381818+00:00,32175.03,60000.00,32894.35
4792,619744.445902,2026-09-06T22:01:23.421834+00:00,32174.43,60000.00,32893.92
4793,619744.485879,2026-09-06T22:01:23.461825+00:00,32173.78,60000.00,32893.74
4794,619744.525901,2026-09-06T22:01:23.501842+00:00,32173.51,60000.00,32893.52
4795,619744.565918,2026-09-06T22:01:23.541855+00:00,32173.62,60000.00,32893.64
4796,619744.605974,2026-09-06T22:01:23.582119+00:00,32173.78,60000.00,32893.69
4797,619744.645946,2026-09-06T22:01:23.622100+00:00,32173.88,60000.00,32893.74
4798,619744.685953,2026-09-06T22:01:23.662100+00:00,32173.64,60000.00,32893.56
4799,619744.725892,2026-09-06T22:01:23.701912+00:00,32173.64,60000.00,32893.65
4800,619744.765878,2026-09-06T22:01:23.741808+00:00,32173.56,60000.00,32893.55
4801,619744.805937,2026-09-06T22:01:23.782092+00:00,32173.35,60000.00,32893.29
4802,619744.845950,2026-09-06T22:01:23.822100+00:00,32173.26,60000.00,32893.27
4803,619744.885937,2026-09-06T22:01:23.862139+00:00,32173.42,60000.00,32893.49
4804,619744.925888,2026-09-06T22:01:23.901825+00:00,32173.29,60000.00,32893.31
4805,619744.965924,2026-09-06T22:01:23.941865+00:00,32172.03,60000.00,32892.05
4806,619745.005869,2026-09-06T22:01:23.981809+00:00,32170.47,60000.00,32890.49
4807,619745.045896,2026-09-06T22:01:24.021844+00:00,32169.15,60000.00,32889.27
4808,619745.085870,2026-09-06T22:01:24.061806+00:00,32168.58,60000.00,32888.76
4809,619745.125873,2026-09-06T22:01:24.101813+00:00,32168.17,60000.00,32888.42
4810,619745.165918,2026-09-06T22:01:24.141850+00:00,32168.25,60000.00,32888.53
4811,619745.205955,2026-09-06T22:01:24.181895+00:00,32168.95,60000.00,32889.21
4812,619745.245877,2026-09-06T22:01:24.221808+00:00,32169.64,60000.00,32889.88
4813,619745.285954,2026-09-06T22:01:24.261889+00:00,32170.62,60000.00,32890.67
4814,619745.325940,2026-09-06T22:01:24.302080+00:00,32171.26,60000.00,32891.38
4815,619745.365938,2026-09-06T22:01:24.342092+00:00,32171.33,60000.00,32891.52
4816,619745.405964,2026-09-06T22:01:24.382099+00:00,32170.39,60000.00,32890.63
4817,619745.445880,2026-09-06T22:01:24.421819+00:00,32169.52,60000.00,32889.66
4818,619745.485919,2026-09-06T22:01:24.461849+00:00,32168.31,60000.00,32888.60
4819,619745.525989,2026-09-06T22:01:24.502153+00:00,32167.33,60000.00,32887.68
4820,619745.565969,2026-09-06T22:01:24.542104+00:00,32165.95,60000.00,32886.29
4821,619745.605973,2026-09-06T22:01:24.582125+00:00,32164.19,60000.00,32884.81
4822,619745.645910,2026-09-06T22:01:24.621843+00:00,32163.01,60000.00,32883.66
4823,619745.685886,2026-09-06T22:01:24.661814+00:00,32162.94,60000.00,32883.47
4824,619745.725924,2026-09-06T22:01:24.701897+00:00,32162.92,60000.00,32883.46
4825,619745.765893,2026-09-06T22:01:24.741831+00:00,32162.49,60000.00,32882.99
4826,619745.805904,2026-09-06T22:01:24.781827+00:00,32162.18,60000.00,32882.71
4827,619745.845952,2026-09-06T22:01:24.822109+00:00,32161.75,60000.00,32882.32
4828,619745.885986,2026-09-06T22:01:24.862115+00:00,32161.09,60000.00,32881.53
4829,619745.925974,2026-09-06T22:01:24.902168+00:00,32160.15,60000.00,32880.58
4830,619745.965933,2026-09-06T22:01:24.941873+00:00,32159.75,60000.00,32880.09
4831,619746.005878,2026-09-06T22:01:24.981814+00:00,32159.15,60000.00,32879.37
4832,619746.046006,2026-09-06T22:01:25.022135+00:00,32160.08,60000.00,32880.60
4833,619746.085966,2026-09-06T22:01:25.062157+00:00,32160.22,60000.00,32880.72
4834,619746.125973,2026-09-06T22:01:25.102110+00:00,32160.16,60000.00,32880.63
4835,619746.165886,2026-09-06T22:01:25.141822+00:00,32160.55,60000.00,32881.08
4836,619746.205883,2026-09-06T22:01:25.181802+00:00,32160.91,60000.00,32881.50
4837,619746.245981,2026-09-06T22:01:25.222146+00:00,32160.93,60000.00,32881.43
4838,619746.285987,2026-09-06T22:01:25.262129+00:00,32160.53,60000.00,32880.98
4839,619746.325955,2026-09-06T22:01:25.302099+00:00,32160.46,60000.00,32880.89
4840,619746.365914,2026-09-06T22:01:25.341835+00:00,32160.24,60000.00,32880.76
4841,619746.405903,2026-09-06T22:01:25.381837+00:00,32160.07,60000.00,32880.65
4842,619746.445966,2026-09-06T22:01:25.422106+00:00,32159.86,60000.00,32880.29
4843,619746.485959,2026-09-06T22:01:25.462157+00:00,32159.97,60000.00,32880.47
4844,619746.526034,2026-09-06T22:01:25.502169+00:00,32160.32,60000.00,32880.86
4845,619746.565910,2026-09-06T22:01:25.541850+00:00,32160.90,60000.00,32881.40
4846,619746.605991,2026-09-06T22:01:25.581916+00:00,32161.75,60000.00,32882.24
4847,619746.645888,2026-09-06T22:01:25.621820+00:00,32162.64,60000.00,32883.12
4848,619746.685885,2026-09-06T22:01:25.661798+00:00,32163.31,60000.00,32883.85
4849,619746.725897,2026-09-06T22:01:25.701890+00:00,32163.49,60000.00,32884.07
4850,619746.766018,2026-09-06T22:01:25.742156+00:00,32163.30,60000.00,32883.92
4851,619746.805971,2026-09-06T22:01:25.782157+00:00,32164.05,60000.00,32884.60
4852,619746.846024,2026-09-06T22:01:25.822148+00:00,32164.39,60000.00,32884.88
4853,619746.885920,2026-09-06T22:01:25.861849+00:00,32164.62,60000.00,32885.08
4854,619746.925926,2026-09-06T22:01:25.901845+00:00,32164.66,60000.00,32885.09
4855,619746.966008,2026-09-06T22:01:25.942162+00:00,32164.32,60000.00,32884.70
4856,619747.006037,2026-09-06T22:01:25.982160+00:00,32164.05,60000.00,32884.52
4857,619747.045983,2026-09-06T22:01:26.022129+00:00,32163.22,60000.00,32883.79
4858,619747.085920,2026-09-06T22:01:26.061835+00:00,32163.26,60000.00,32883.80
4859,619747.125912,2026-09-06T22:01:26.101837+00:00,32164.29,60000.00,32884.92
4860,619747.165960,2026-09-06T22:01:26.142095+00:00,32165.00,60000.00,32885.48
4861,619747.205964,2026-09-06T22:01:26.182113+00:00,32165.81,60000.00,32886.33
4862,619747.246028,2026-09-06T22:01:26.222162+00:00,32166.04,60000.00,32886.54
4863,619747.285909,2026-09-06T22:01:26.261840+00:00,32165.38,60000.00,32885.96
4864,619747.325909,2026-09-06T22:01:26.301829+00:00,32164.77,60000.00,32885.37
4865,619747.365945,2026-09-06T22:01:26.342090+00:00,32163.97,60000.00,32884.62
4866,619747.406011,2026-09-06T22:01:26.382142+00:00,32162.42,60000.00,32883.12
4867,619747.445965,2026-09-06T22:01:26.422111+00:00,32161.13,60000.00,32881.71
4868,619747.485892,2026-09-06T22:01:26.461806+00:00,32161.08,60000.00,32881.80
4869,619747.525946,2026-09-06T22:01:26.501883+00:00,32161.56,60000.00,32882.21
4870,619747.565954,2026-09-06T22:01:26.542091+00:00,32162.16,60000.00,32882.90
4871,619747.606052,2026-09-06T22:01:26.582201+00:00,32162.58,60000.00,32883.27
4872,619747.646029,2026-09-06T22:01:26.622157+00:00,32162.11,60000.00,32882.70
4873,619747.686015,2026-09-06T22:01:26.662203+00:00,32161.92,60000.00,32882.56
4874,619747.725957,2026-09-06T22:01:26.702111+00:00,32160.99,60000.00,32881.70
4875,619747.766018,2026-09-06T22:01:26.742173+00:00,32160.03,60000.00,32880.69
