frame,t_raw_s,utc,therm_mean,therm_max,roi_mean
2306,619645.005026,2026-09-06T21:59:43.981677+00:00,32170.55,60000.00,32889.73
2307,619645.045012,2026-09-06T21:59:44.021666+00:00,32171.41,60000.00,32890.58
2308,619645.084940,2026-09-06T21:59:44.061380+00:00,32172.22,60000.00,32891.31
2309,619645.124940,2026-09-06T21:59:44.101380+00:00,32172.14,60000.00,32891.65
2310,619645.164929,2026-09-06T21:59:44.141352+00:00,32171.83,60000.00,32891.45
2311,619645.204928,2026-09-06T21:59:44.181365+00:00,32171.03,60000.00,32890.55
2312,619645.244958,2026-09-06T21:59:44.221389+00:00,32170.17,60000.00,32889.84
2313,619645.285010,2026-09-06T21:59:44.261660+00:00,32168.86,60000.00,32888.60
2314,619645.324999,2026-09-06T21:59:44.301641+00:00,32168.13,60000.00,32887.85
2315,619645.365012,2026-09-06T21:59:44.341663+00:00,32167.67,60000.00,32887.22
2316,619645.404953,2026-09-06T21:59:44.381389+00:00,32167.22,60000.00,32886.71
2317,619645.444990,2026-09-06T21:59:44.421430+00:00,32167.26,60000.00,32886.70
2318,619645.485036,2026-09-06T21:59:44.461687+00:00,32167.16,60000.00,32886.70
2319,619645.525011,2026-09-06T21:59:44.501657+00:00,32166.78,60000.00,32886.26
2320,619645.565020,2026-09-06T21:59:44.541665+00:00,32166.95,60000.00,32886.59
2321,619645.604934,2026-09-06T21:59:44.581370+00:00,32168.01,60000.00,32887.69
2322,619645.644940,2026-09-06T21:59:44.621373+00:00,32168.96,60000.00,32888.61
2323,619645.684973,2026-09-06T21:59:44.661391+00:00,32169.95,60000.00,32889.39
2324,619645.724956,2026-09-06T21:59:44.701380+00:00,32170.20,60000.00,32889.66
2325,619645.764971,2026-09-06T21:59:44.741405+00:00,32169.73,60000.00,32889.20
2326,619645.805020,2026-09-06T21:59:44.781664+00:00,32169.14,60000.00,32888.57
2327,619645.845018,2026-09-06T21:59:44.821669+00:00,32168.40,60000.00,32887.88
2328,619645.885045,2026-09-06T21:59:44.861685+00:00,32168.49,60000.00,32887.91
2329,619645.924946,2026-09-06T21:59:44.901378+00:00,32169.00,60000.00,32888.34
2330,619645.964989,2026-09-06T21:59:44.941416+00:00,32169.23,60000.00,32888.60
2331,619646.005014,2026-09-06T21:59:44.981654+00:00,32169.45,60000.00,32888.78
2332,619646.045055,2026-09-06T21:59:45.021723+00:00,32169.31,60000.00,32888.65
2333,619646.085028,2026-09-06T21:59:45.061696+00:00,32169.35,60000.00,32888.65
2334,619646.124957,2026-09-06T21:59:45.101399+00:00,32169.58,60000.00,32888.80
2335,619646.164950,2026-09-06T21:59:45.141401+00:00,32169.48,60000.00,32888.73
2336,619646.205027,2026-09-06T21:59:45.181673+00:00,32169.57,60000.00,32888.94
2337,619646.245025,2026-09-06T21:59:45.221688+00:00,32169.39,60000.00,32888.75
2338,619646.285012,2026-09-06T21:59:45.261681+00:00,32168.82,60000.00,32888.26
2339,619646.324960,2026-09-06T21:59:45.301410+00:00,32168.10,60000.00,32887.61
2340,619646.364939,2026-09-06T21:59:45.341385+00:00,32167.80,60000.00,32887.41
2341,619646.405022,2026-09-06T21:59:45.381694+00:00,32167.62,60000.00,32887.25
2342,619646.445033,2026-09-06T21:59:45.421701+00:00,32167.97,60000.00,32887.55
2343,619646.485013,2026-09-06T21:59:45.461683+00:00,32167.92,60000.00,32887.36
2344,619646.524970,2026-09-06T21:59:45.501412+00:00,32168.42,60000.00,32887.86
2345,619646.564979,2026-09-06T21:59:45.541427+00:00,32168.93,60000.00,32888.22
2346,619646.605017,2026-09-06T21:59:45.581672+00:00,32169.68,60000.00,32889.00
2347,619646.645020,2026-09-06T21:59:45.621688+00:00,32169.29,60000.00,32888.63
2348,619646.685099,2026-09-06T21:59:45.661744+00:00,32168.83,60000.00,32888.16
2349,619646.724964,2026-09-06T21:59:45.701411+00:00,32169.13,60000.00,32888.52
2350,619646.764957,2026-09-06T21:59:45.741396+00:00,32168.76,60000.00,32888.29
2351,619646.804988,2026-09-06T21:59:45.781433+00:00,32168.16,60000.00,32887.73
2352,619646.844956,2026-09-06T21:59:45.821391+00:00,32167.95,60000.00,32887.61
2353,619646.884961,2026-09-06T21:59:45.861405+00:00,32167.07,60000.00,32886.43
2354,619646.925054,2026-09-06T21:59:45.901713+00:00,32166.70,60000.00,32886.17
2355,619646.965113,2026-09-06T21:59:45.941757+00:00,32166.40,60000.00,32885.81
2356,619647.005044,2026-09-06T21:59:45.981666+00:00,32166.70,60000.00,32886.13
2357,619647.044976,2026-09-06T21:59:46.021411+00:00,32167.05,60000.00,32886.48
2358,619647.084958,2026-09-06T21:59:46.061420+00:00,32167.24,60000.00,32886.72
2359,619647.125071,2026-09-06T21:59:46.101709+00:00,32167.17,60000.00,32886.66
2360,619647.165023,2026-09-06T21:59:46.141648+00:00,32167.01,60000.00,32886.46
2361,619647.205036,2026-09-06T21:59:46.181683+00:00,32167.35,60000.00,32886.74
2362,619647.244968,2026-09-06T21:59:46.221396+00:00,32167.98,60000.00,32887.67
2363,619647.284993,2026-09-06T21:59:46.261424+00:00,32167.81,60000.00,32887.69
2364,619647.325052,2026-09-06T21:59:46.301678+00:00,32167.41,60000.00,32887.22
2365,619647.365060,2026-09-06T21:59:46.341695+00:00,32166.92,60000.00,32887.08
2366,619647.405006,2026-09-06T21:59:46.381631+00:00,32166.62,60000.00,32887.03
2367,619647.444947,2026-09-06T21:59:46.421380+00:00,32166.00,60000.00,32886.43
2368,619647.484969,2026-09-06T21:59:46.461386+00:00,32165.64,60000.00,32886.04
2369,619647.525040,2026-09-06T21:59:46.501679+00:00,32165.27,60000.00,32885.62
2370,619647.565038,2026-09-06T21:59:46.541661+00:00,32164.90,60000.00,32885.46
2371,619647.605059,2026-09-06T21:59:46.581698+00:00,32164.19,60000.00,32884.85
2372,619647.644987,2026-09-06T21:59:46.621413+00:00,32163.26,60000.00,32883.84
2373,619647.685004,2026-09-06T21:59:46.661471+00:00,32162.47,60000.00,32882.99
2374,619647.724968,2026-09-06T21:59:46.701391+00:00,32161.72,60000.00,32882.28
2375,619647.764952,2026-09-06T21:59:46.741373+00:00,32161.51,60000.00,32881.72
2376,619647.804980,2026-09-06T21:59:46.781400+00:00,32160.96,60000.00,32881.22
2377,619647.845041,2026-09-06T21:59:46.821681+00:00,32161.08,60000.00,32881.49
2378,619647.885078,2026-09-06T21:59:46.861714+00:00,32161.95,60000.00,32882.29
2379,619647.925076,2026-09-06T21:59:46.901718+00:00,32162.90,60000.00,32883.31
2380,619647.965012,2026-09-06T21:59:46.941429+00:00,32164.24,60000.00,32884.55
2381,619648.004999,2026-09-06T21:59:46.981425+00:00,32165.70,60000.00,32886.02
2382,619648.045069,2026-09-06T21:59:47.021699+00:00,32166.29,60000.00,32886.56
2383,619648.085032,2026-09-06T21:59:47.061670+00:00,32166.62,60000.00,32886.93
2384,619648.125049,2026-09-06T21:59:47.101671+00:00,32166.62,60000.00,32886.93
2385,619648.164975,2026-09-06T21:59:47.141404+00:00,32167.33,60000.00,32887.52
2386,619648.204985,2026-09-06T21:59:47.181402+00:00,32168.17,60000.00,32888.37
2387,619648.245061,2026-09-06T21:59:47.221696+00:00,32168.95,60000.00,32889.18
2388,619648.285062,2026-09-06T21:59:47.261693+00:00,32168.75,60000.00,32888.95
2389,619648.325061,2026-09-06T21:59:47.301690+00:00,32168.55,60000.00,32888.72
2390,619648.364988,2026-09-06T21:59:47.341448+00:00,32168.48,60000.00,32888.63
2391,619648.404982,2026-09-06T21:59:47.381412+00:00,32169.12,60000.00,32889.40
2392,619648.445064,2026-09-06T21:59:47.421680+00:00,32169.95,60000.00,32890.19
2393,619648.485114,2026-09-06T21:59:47.461757+00:00,32170.72,60000.00,32890.82
2394,619648.525135,2026-09-06T21:59:47.501759+00:00,32171.20,60000.00,32891.33
2395,619648.564988,2026-09-06T21:59:47.541415+00:00,32171.33,60000.00,32891.45
2396,619648.604981,2026-09-06T21:59:47.581398+00:00,32170.83,60000.00,32891.05
2397,619648.644992,2026-09-06T21:59:47.621408+00:00,32169.83,60000.00,32890.09
2398,619648.684998,2026-09-06T21:59:47.661483+00:00,32169.58,60000.00,32889.89
2399,619648.725014,2026-09-06T21:59:47.701446+00:00,32169.70,60000.00,32889.92
2400,619648.764984,2026-09-06T21:59:47.741402+00:00,32170.09,60000.00,32890.25
2401,619648.804981,2026-09-06T21:59:47.781402+00:00,32170.13,60000.00,32890.24
2402,619648.845004,2026-09-06T21:59:47.821424+00:00,32169.92,60000.00,32889.91
2403,619648.884969,2026-09-06T21:59:47.861396+00:00,32169.75,60000.00,32889.64
2404,619648.924972,2026-09-06T21:59:47.901382+00:00,32169.54,60000.00,32889.36
2405,619648.965088,2026-09-06T21:59:47.941731+00:00,32169.33,60000.00,32889.26
2406,619649.005046,2026-09-06T21:59:47.981668+00:00,32168.87,60000.00,32888.90
2407,619649.045063,2026-09-06T21:59:48.021690+00:00,32168.10,60000.00,32888.06
2408,619649.085004,2026-09-06T21:59:48.061421+00:00,32167.74,60000.00,32887.71
2409,619649.124980,2026-09-06T21:59:48.101405+00:00,32167.98,60000.00,32888.06
2410,619649.165063,2026-09-06T21:59:48.141694+00:00,32167.69,60000.00,32887.82
2411,619649.205060,2026-09-06T21:59:48.181692+00:00,32167.75,60000.00,32887.86
2412,619649.245183,2026-09-06T21:59:48.221802+00:00,32167.99,60000.00,32888.18
2413,619649.285044,2026-09-06T21:59:48.261468+00:00,32167.59,60000.00,32887.86
2414,619649.325008,2026-09-06T21:59:48.301422+00:00,32166.98,60000.00,32887.21
2415,619649.365011,2026-09-06T21:59:48.341429+00:00,32165.46,60000.00,32885.74
2416,619649.404989,2026-09-06T21:59:48.381390+00:00,32163.67,60000.00,32883.95
2417,619649.445007,2026-09-06T21:59:48.421425+00:00,32162.44,60000.00,32882.75
2418,619649.485158,2026-09-06T21:59:48.461789+00:00,32161.78,60000.00,32882.03
2419,619649.525062,2026-09-06T21:59:48.501693+00:00,32160.73,60000.00,32880.95
2420,619649.565109,2026-09-06T21:59:48.541721+00:00,32159.41,60000.00,32879.44
2421,619649.605009,2026-09-06T21:59:48.581436+00:00,32158.95,60000.00,32879.02
2422,619649.644998,2026-09-06T21:59:48.621447+00:00,32159.32,60000.00,32879.74
2423,619649.685055,2026-09-06T21:59:48.661740+00:00,32158.96,60000.00,32879.64
2424,619649.725141,2026-09-06T21:59:48.701753+00:00,32159.16,60000.00,32879.82
2425,619649.765080,2026-09-06T21:59:48.741713+00:00,32159.82,60000.00,32880.45
2426,619649.805018,2026-09-06T21:59:48.781455+00:00,32161.14,60000.00,32881.52
2427,619649.844992,2026-09-06T21:59:48.821411+00:00,32162.65,60000.00,32882.78
2428,619649.884998,2026-09-06T21:59:48.861416+00:00,32163.04,60000.00,32883.26
2429,619649.924994,2026-09-06T21:59:48.901427+00:00,32163.15,60000.00,32883.23
2430,619649.964997,2026-09-06T21:59:48.941425+00:00,32163.59,60000.00,32883.70
2431,619650.005049,2026-09-06T21:59:48.981695+00:00,32164.00,60000.00,32884.21
2432,619650.045111,2026-09-06T21:59:49.021745+00:00,32164.52,60000.00,32884.67
2433,619650.085048,2026-09-06T21:59:49.061694+00:00,32164.74,60000.00,32884.71
2434,619650.124985,2026-09-06T21:59:49.101409+00:00,32164.56,60000.00,32884.67
2435,619650.164985,2026-09-06T21:59:49.141415+00:00,32164.12,60000.00,32884.34
2436,619650.205068,2026-09-06T21:59:49.181700+00:00,32163.47,60000.00,32883.68
2437,619650.245100,2026-09-06T21:59:49.221745+00:00,32162.97,60000.00,32883.19
2438,619650.285094,2026-09-06T21:59:49.261724+00:00,32162.85,60000.00,32882.93
2439,619650.325023,2026-09-06T21:59:49.301450+00:00,32163.04,60000.00,32883.11
2440,619650.365014,2026-09-06T21:59:49.341435+00:00,32163.55,60000.00,32883.62
2441,619650.405085,2026-09-06T21:59:49.381726+00:00,32163.67,60000.00,32883.76
2442,619650.445047,2026-09-06T21:59:49.421685+00:00,32163.37,60000.00,32883.43
2443,619650.485097,2026-09-06T21:59:49.461746+00:00,32162.80,60000.00,32882.88
2444,619650.525025,2026-09-06T21:59:49.501445+00:00,32162.81,60000.00,32882.89
2445,619650.565010,2026-09-06T21:59:49.541446+00:00,32163.15,60000.00,32883.21
2446,619650.605060,2026-09-06T21:59:49.581704+00:00,32163.26,60000.00,32883.38
2447,619650.645057,2026-09-06T21:59:49.621706+00:00,32163.26,60000.00,32883.33
2448,619650.685063,2026-09-06T21:59:49.661753+00:00,32163.35,60000.00,32883.40
2449,619650.725001,2026-09-06T21:59:49.701430+00:00,32163.07,60000.00,32883.13
2450,619650.764991,2026-09-06T21:59:49.741415+00:00,32162.52,60000.00,32882.61
2451,619650.804995,2026-09-06T21:59:49.781423+00:00,32161.98,60000.00,32882.08
2452,619650.845037,2026-09-06T21:59:49.821457+00:00,32161.77,60000.00,32881.95
2453,619650.885003,2026-09-06T21:59:49.861429+00:00,32161.76,60000.00,32881.93
2454,619650.925066,2026-09-06T21:59:49.901748+00:00,32162.02,60000.00,32882.08
2455,619650.965210,2026-09-06T21:59:49.941856+00:00,32163.07,60000.00,32883.07
2456,619651.005161,2026-09-06T21:59:49.981795+00:00,32163.97,60000.00,32883.89
2457,619651.044995,2026-09-06T21:59:50.021426+00:00,32164.34,60000.00,32884.25
2458,619651.084999,2026-09-06T21:59:50.061416+00:00,32164.04,60000.00,32883.99
2459,619651.125071,2026-09-06T21:59:50.101711+00:00,32163.50,60000.00,32883.42
2460,619651.165127,2026-09-06T21:59:50.141759+00:00,32163.74,60000.00,32883.80
2461,619651.205089,2026-09-06T21:59:50.181727+00:00,32163.83,60000.00,32883.82
2462,619651.245032,2026-09-06T21:59:50.221440+00:00,32164.11,60000.00,32884.16
2463,619651.285021,2026-09-06T21:59:50.261551+00:00,32164.28,60000.00,32884.18
2464,619651.325073,2026-09-06T21:59:50.301675+00:00,32165.25,60000.00,32885.15
2465,619651.365062,2026-09-06T21:59:50.341680+00:00,32166.56,60000.00,32886.44
2466,619651.405055,2026-09-06T21:59:50.381666+00:00,32167.60,60000.00,32887.48
2467,619651.444999,2026-09-06T21:59:50.421407+00:00,32168.17,60000.00,32888.09
2468,619651.485029,2026-09-06T21:59:50.461430+00:00,32168.88,60000.00,32888.83
2469,619651.525065,2026-09-06T21:59:50.501684+00:00,32169.47,60000.00,32889.40
2470,619651.565090,2026-09-06T21:59:50.541700+00:00,32170.25,60000.00,32890.18
2471,619651.605075,2026-09-06T21:59:50.581691+00:00,32171.56,60000.00,32891.50
2472,619651.645031,2026-09-06T21:59:50.621427+00:00,32172.72,60000.00,32892.62
2473,619651.685002,2026-09-06T21:59:50.661407+00:00,32172.77,60000.00,32892.86
2474,619651.725082,2026-09-06T21:59:50.701691+00:00,32173.21,60000.00,32893.25
2475,619651.765066,2026-09-06T21:59:50.741676+00:00,32172.79,60000.00,32892.79
2476,619651.805081,2026-09-06T21:59:50.781691+00:00,32172.78,60000.00,32892.81
2477,619651.844994,2026-09-06T21:59:50.821396+00:00,32173.01,60000.00,32893.09
2478,619651.885001,2026-09-06T21:59:50.861411+00:00,32173.58,60000.00,32893.54
2479,619651.925000,2026-09-06T21:59:50.901405+00:00,32173.44,60000.00,32893.44
2480,619651.965049,2026-09-06T21:59:50.941452+00:00,32173.50,60000.00,32893.64
2481,619652.004997,2026-09-06T21:59:50.981407+00:00,32173.48,60000.00,32893.66
2482,619652.045094,2026-09-06T21:59:51.021510+00:00,32173.31,60000.00,32893.54
2483,619652.085009,2026-09-06T21:59:51.061434+00:00,32173.23,60000.00,32893.44
2484,619652.125008,2026-09-06T21:59:51.101419+00:00,32172.82,60000.00,32893.03
2485,619652.165009,2026-09-06T21:59:51.141435+00:00,32172.47,60000.00,32892.67
2486,619652.204999,2026-09-06T21:59:51.181453+00:00,32172.09,60000.00,32892.17
2487,619652.245074,2026-09-06T21:59:51.221711+00:00,32171.72,60000.00,32891.92
2488,619652.285099,2026-09-06T21:59:51.261747+00:00,32172.04,60000.00,32892.11
2489,619652.325091,2026-09-06T21:59:51.301732+00:00,32172.09,60000.00,32892.19
2490,619652.365004,2026-09-06T21:59:51.341415+00:00,32171.69,60000.00,32891.88
2491,619652.405037,2026-09-06T21:59:51.381462+00:00,32170.97,60000.00,32891.36
2492,619652.445114,2026-09-06T21:59:51.421736+00:00,32170.16,60000.00,32890.51
2493,619652.485116,2026-09-06T21:59:51.461766+00:00,32170.65,60000.00,32890.88
2494,619652.525106,2026-09-06T21:59:51.501734+00:00,32170.88,60000.00,32891.11
2495,619652.565003,2026-09-06T21:59:51.541429+00:00,32170.90,60000.00,32891.17
2496,619652.605016,2026-09-06T21:59:51.581430+00:00,32171.11,60000.00,32891.44
2497,619652.645106,2026-09-06T21:59:51.621743+00:00,32171.00,60000.00,32891.33
2498,619652.685091,2026-09-06T21:59:51.661720+00:00,32171.00,60000.00,32891.33
2499,619652.725099,2026-09-06T21:59:51.701725+00:00,32170.68,60000.00,32891.06
2500,619652.765029,2026-09-06T21:59:51.741442+00:00,32169.93,60000.00,32890.18
2501,619652.805030,2026-09-06T21:59:51.781452+00:00,32169.18,60000.00,32889.44
2502,619652.845027,2026-09-06T21:59:51.821438+00:00,32168.78,60000.00,32889.12
2503,619652.885008,2026-09-06T21:59:51.861422+00:00,32168.82,60000.00,32889.11
2504,619652.925044,2026-09-06T21:59:51.901455+00:00,32169.29,60000.00,32889.56
2505,619652.965169,2026-09-06T21:59:51.941799+00:00,32169.61,60000.00,32889.88
2506,619653.005099,2026-09-06T21:59:51.981728+00:00,32170.05,60000.00,32890.31
2507,619653.045130,2026-09-06T21:59:52.021772+00:00,32170.93,60000.00,32891.14
2508,619653.085037,2026-09-06T21:59:52.061459+00:00,32171.77,60000.00,32891.95
2509,619653.125028,2026-09-06T21:59:52.101450+00:00,32172.05,60000.00,32892.16
2510,619653.165117,2026-09-06T21:59:52.141739+00:00,32172.21,60000.00,32892.31
2511,619653.205104,2026-09-06T21:59:52.181731+00:00,32172.73,60000.00,32892.94
2512,619653.245138,2026-09-06T21:59:52.221756+00:00,32172.54,60000.00,32892.69
2513,619653.285033,2026-09-06T21:59:52.261453+00:00,32171.52,60000.00,32891.73
2514,619653.325006,2026-09-06T21:59:52.301420+00:00,32170.48,60000.00,32890.66
2515,619653.365032,2026-09-06T21:59:52.341453+00:00,32169.26,60000.00,32889.47
2516,619653.405036,2026-09-06T21:59:52.381445+00:00,32168.55,60000.00,32888.76
2517,619653.445031,2026-09-06T21:59:52.421456+00:00,32167.66,60000.00,32888.05
2518,619653.485121,2026-09-06T21:59:52.461805+00:00,32167.71,60000.00,32888.12
2519,619653.525150,2026-09-06T21:59:52.501786+00:00,32168.24,60000.00,32888.47
2520,619653.565107,2026-09-06T21:59:52.541725+00:00,32168.54,60000.00,32888.69
2521,619653.605033,2026-09-06T21:59:52.581452+00:00,32169.18,60000.00,32889.35
2522,619653.645052,2026-09-06T21:59:52.621464+00:00,32170.00,60000.00,32890.28
2523,619653.685147,2026-09-06T21:59:52.661777+00:00,32170.31,60000.00,32890.62
2524,619653.725120,2026-09-06T21:59:52.701738+00:00,32169.41,60000.00,32889.68
2525,619653.765110,2026-09-06T21:59:52.741738+00:00,32168.32,60000.00,32888.65
2526,619653.805013,2026-09-06T21:59:52.781427+00:00,32167.00,60000.00,32887.47
2527,619653.845045,2026-09-06T21:59:52.821458+00:00,32166.04,60000.00,32886.58
2528,619653.885125,2026-09-06T21:59:52.861737+00:00,32165.43,60000.00,32885.94
2529,619653.925067,2026-09-06T21:59:52.901698+00:00,32165.59,60000.00,32886.07
2530,619653.965193,2026-09-06T21:59:52.941816+00:00,32166.46,60000.00,32886.98
2531,619654.005032,2026-09-06T21:59:52.981455+00:00,32167.79,60000.00,32888.21
2532,619654.045093,2026-09-06T21:59:53.021491+00:00,32168.86,60000.00,32889.17
2533,619654.085045,2026-09-06T21:59:53.061458+00:00,32170.16,60000.00,32890.43
2534,619654.125038,2026-09-06T21:59:53.101446+00:00,32170.72,60000.00,32890.94
2535,619654.165043,2026-09-06T21:59:53.141457+00:00,32171.37,60000.00,32891.68
2536,619654.205091,2026-09-06T21:59:53.181708+00:00,32171.44,60000.00,32891.76
2537,619654.245119,2026-09-06T21:59:53.221751+00:00,32170.75,60000.00,32891.08
2538,619654.285105,2026-09-06T21:59:53.261722+00:00,32169.17,60000.00,32889.64
2539,619654.325023,2026-09-06T21:59:53.301437+00:00,32167.39,60000.00,32887.88
2540,619654.365034,2026-09-06T21:59:53.341443+00:00,32166.09,60000.00,32886.61
2541,619654.405047,2026-09-06T21:59:53.381461+00:00,32165.22,60000.00,32885.79
2542,619654.445006,2026-09-06T21:59:53.421419+00:00,32164.17,60000.00,32884.87
2543,619654.485048,2026-09-06T21:59:53.461467+00:00,32163.34,60000.00,32884.04
2544,619654.525035,2026-09-06T21:59:53.501449+00:00,32162.79,60000.00,32883.43
2545,619654.565030,2026-09-06T21:59:53.541438+00:00,32162.25,60000.00,32882.90
2546,619654.605033,2026-09-06T21:59:53.581442+00:00,32162.33,60000.00,32882.95
2547,619654.645050,2026-09-06T21:59:53.621460+00:00,32162.69,60000.00,32883.15
2548,619654.685083,2026-09-06T21:59:53.661471+00:00,32162.89,60000.00,32883.38
2549,619654.725209,2026-09-06T21:59:53.701804+00:00,32163.21,60000.00,32883.71
2550,619654.765129,2026-09-06T21:59:53.741761+00:00,32163.39,60000.00,32883.90
2551,619654.805102,2026-09-06T21:59:53.781699+00:00,32163.54,60000.00,32884.12
2552,619654.845045,2026-09-06T21:59:53.821420+00:00,32163.57,60000.00,32884.14
2553,619654.885057,2026-09-06T21:59:53.861443+00:00,32163.68,60000.00,32884.40
2554,619654.925136,2026-09-06T21:59:53.901731+00:00,32163.21,60000.00,32883.84
2555,619654.965185,2026-09-06T21:59:53.941784+00:00,32162.62,60000.00,32883.20
2556,619655.005144,2026-09-06T21:59:53.981741+00:00,32161.70,60000.00,32882.40
2557,619655.045070,2026-09-06T21:59:54.021463+00:00,32160.24,60000.00,32880.92
2558,619655.085039,2026-09-06T21:59:54.061418+00:00,32159.03,60000.00,32879.32
2559,619655.125117,2026-09-06T21:59:54.101720+00:00,32158.16,60000.00,32878.47
2560,619655.165240,2026-09-06T21:59:54.141843+00:00,32158.52,60000.00,32879.15
2561,619655.205152,2026-09-06T21:59:54.181751+00:00,32159.22,60000.00,32880.11
2562,619655.245045,2026-09-06T21:59:54.221435+00:00,32159.71,60000.00,32880.55
2563,619655.285038,2026-09-06T21:59:54.261436+00:00,32160.17,60000.00,32881.07
2564,619655.325033,2026-09-06T21:59:54.301410+00:00,32160.78,60000.00,32881.68
2565,619655.365045,2026-09-06T21:59:54.341432+00:00,32161.75,60000.00,32882.67
2566,619655.405031,2026-09-06T21:59:54.381412+00:00,32161.91,60000.00,32883.00
2567,619655.445143,2026-09-06T21:59:54.421747+00:00,32161.49,60000.00,32882.61
2568,619655.485165,2026-09-06T21:59:54.461754+00:00,32161.29,60000.00,32882.49
2569,619655.525119,2026-09-06T21:59:54.501718+00:00,32161.00,60000.00,32882.14
2570,619655.565039,2026-09-06T21:59:54.541419+00:00,32161.11,60000.00,32882.28
2571,619655.605051,2026-09-06T21:59:54.581438+00:00,32161.30,60000.00,32882.41
2572,619655.645119,2026-09-06T21:59:54.621703+00:00,32161.75,60000.00,32882.77
2573,619655.685167,2026-09-06T21:59:54.661762+00:00,32162.13,60000.00,32883.11
2574,619655.725162,2026-09-06T21:59:54.701760+00:00,32162.22,60000.00,32883.20
2575,619655.765048,2026-09-06T21:59:54.741436+00:00,32162.97,60000.00,32883.96
2576,619655.805038,2026-09-06T21:59:54.781425+00:00,32163.84,60000.00,32884.83
2577,619655.845045,2026-09-06T21:59:54.821434+00:00,32163.84,60000.00,32884.84
2578,619655.885035,2026-09-06T21:59:54.861416+00:00,32163.01,60000.00,32884.06
2579,619655.925041,2026-09-06T21:59:54.901429+00:00,32162.24,60000.00,32883.38
2580,619655.965226,2026-09-06T21:59:54.941815+00:00,32161.14,60000.00,32882.14
2581,619656.005114,2026-09-06T21:59:54.981708+00:00,32160.64,60000.00,32881.50
2582,619656.045191,2026-09-06T21:59:55.021788+00:00,32161.26,60000.00,32882.04
2583,619656.085045,2026-09-06T21:59:55.061435+00:00,32162.00,60000.00,32882.87
2584,619656.125035,2026-09-06T21:59:55.101415+00:00,32162.12,60000.00,32882.85
2585,619656.165136,2026-09-06T21:59:55.141730+00:00,32162.72,60000.00,32883.55
2586,619656.205157,2026-09-06T21:59:55.181745+00:00,32163.13,60000.00,32883.96
2587,619656.245109,2026-09-06T21:59:55.221702+00:00,32163.94,60000.00,32884.82
2588,619656.285058,2026-09-06T21:59:55.261435+00:00,32164.50,60000.00,32885.30
2589,619656.325043,2026-09-06T21:59:55.301425+00:00,32165.52,60000.00,32886.33
2590,619656.365144,2026-09-06T21:59:55.341721+00:00,32166.69,60000.00,32887.60
2591,619656.405204,2026-09-06T21:59:55.381791+00:00,32168.13,60000.00,32888.94
2592,619656.445150,2026-09-06T21:59:55.421739+00:00,32169.99,60000.00,32890.74
2593,619656.485094,2026-09-06T21:59:55.461478+00:00,32171.33,60000.00,32891.91
2594,619656.525056,2026-09-06T21:59:55.501434+00:00,32171.59,60000.00,32892.08
2595,619656.565139,2026-09-06T21:59:55.541733+00:00,32171.34,60000.00,32891.78
2596,619656.605228,2026-09-06T21:59:55.581811+00:00,32171.47,60000.00,32892.03
2597,619656.645144,2026-09-06T21:59:55.621743+00:00,32171.08,60000.00,32891.51
2598,619656.685056,2026-09-06T21:59:55.661430+00:00,32170.86,60000.00,32891.32
2599,619656.725055,2026-09-06T21:59:55.701440+00:00,32170.67,60000.00,32891.15
2600,619656.765084,2026-09-06T21:59:55.741466+00:00,32170.57,60000.00,32891.05
2601,619656.805055,2026-09-06T21:59:55.781438+00:00,32169.76,60000.00,32890.21
2602,619656.845052,2026-09-06T21:59:55.821424+00:00,32168.71,60000.00,32889.19
2603,619656.885073,2026-09-06T21:59:55.861459+00:00,32167.59,60000.00,32887.98
2604,619656.925092,2026-09-06T21:59:55.901478+00:00,32167.36,60000.00,32887.84
2605,619656.965100,2026-09-06T21:59:55.941503+00:00,32167.72,60000.00,32888.09
2606,619657.005156,2026-09-06T21:59:55.981766+00:00,32168.61,60000.00,32889.06
2607,619657.045100,2026-09-06T21:59:56.021711+00:00,32169.92,60000.00,32890.28
2608,619657.085047,2026-09-06T21:59:56.061427+00:00,32171.75,60000.00,32892.03
2609,619657.125088,2026-09-06T21:59:56.101486+00:00,32173.45,60000.00,32893.60
2610,619657.165078,2026-09-06T21:59:56.141471+00:00,32173.85,60000.00,32893.99
2611,619657.205060,2026-09-06T21:59:56.181452+00:00,32173.85,60000.00,32893.99
2612,619657.245050,2026-09-06T21:59:56.221437+00:00,32174.38,60000.00,32894.47
2613,619657.285141,2026-09-06T21:59:56.261745+00:00,32175.12,60000.00,32895.32
2614,619657.325105,2026-09-06T21:59:56.301765+00:00,32174.90,60000.00,32894.78
2615,619657.365124,2026-09-06T21:59:56.341736+00:00,32174.30,60000.00,32893.61
2616,619657.405050,2026-09-06T21:59:56.381438+00:00,32174.12,60000.00,32893.36
2617,619657.445045,2026-09-06T21:59:56.421450+00:00,32173.62,60000.00,32892.86
2618,619657.485069,2026-09-06T21:59:56.461458+00:00,32172.82,60000.00,32892.10
2619,619657.525050,2026-09-06T21:59:56.501452+00:00,32172.70,60000.00,32891.99
2620,619657.565065,2026-09-06T21:59:56.541448+00:00,32171.99,60000.00,32891.28
2621,619657.605045,2026-09-06T21:59:56.581447+00:00,32171.39,60000.00,32890.75
2622,619657.645086,2026-09-06T21:59:56.621476+00:00,32170.13,60000.00,32889.55
