# anchor t_raw_s=49815.878397938 utc=2026-08-30T03:19:56.271469+00:00
# cmd=dcgmi dmon -i 3 -e 155,150,100,101,203,204,252 -d 1000
49815.990563	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49815.990657	ID               W                 C
49816.079405	GPU 3           87.160            54           390          810          0                 0                 3
49817.081057	GPU 3           60.311            50           225          810          0                 0                 3
49818.082600	GPU 3           36.514            49           210          405          0                 0                 3
49819.084317	GPU 3           32.531            49           210          405          0                 0                 3
49820.085970	GPU 3           30.158            48           210          405          0                 0                 3
49821.087560	GPU 3           151.099           63           1515         9501         100               24                1065
49822.089134	GPU 3           347.783           67           1500         9501         100               22                1065
49823.090725	GPU 3           229.850           57           1725         9501         0                 0                 1065
49824.092290	GPU 3           169.396           56           1725         9501         0                 0                 1065
49825.093953	GPU 3           213.192           66           1500         9501         100               23                1065
49826.095534	GPU 3           349.179           69           1485         9501         100               22                1065
49827.096995	GPU 3           250.608           61           1980         9501         0                 0                 1065
49828.098701	GPU 3           183.174           60           1980         9501         0                 0                 1065
49829.100334	GPU 3           231.679           68           1485         9501         100               23                1065
49830.101939	GPU 3           348.732           71           1485         9501         100               21                1065
49831.102048	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49831.102578	ID               W                 C
49831.103597	GPU 3           253.515           63           1965         9501         0                 0                 1065
49832.105177	GPU 3           187.076           62           1980         9501         0                 0                 1065
49833.106712	GPU 3           150.844           58           1725         9501         0                 0                 3
49834.108585	GPU 3           134.694           57           1725         9751         0                 0                 3
49835.110026	GPU 3           220.028           66           1785         9501         100               68                8467
49836.111582	GPU 3           345.897           68           1770         9501         100               64                8467
49837.113060	GPU 3           346.081           69           1755         9501         100               59                8467
49838.114553	GPU 3           346.007           70           1740         9501         100               64                8467
49839.116196	GPU 3           346.361           71           1725         9501         100               67                8467
49840.117701	GPU 3           346.361           72           1710         9501         100               61                8467
49841.119128	GPU 3           346.946           73           1710         9501         100               59                8467
49842.120705	GPU 3           347.206           74           1710         9501         100               67                8467
49843.122312	GPU 3           347.663           75           1710         9501         100               66                8467
49844.123852	GPU 3           347.012           75           1710         9501         100               59                8467
49845.123952	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49845.123982	ID               W                 C
49845.125459	GPU 3           347.316           76           1710         9501         100               60                8467
49846.127039	GPU 3           348.064           77           1710         9501         100               66                8467
49847.128677	GPU 3           348.235           77           1695         9501         100               66                8467
49848.130295	GPU 3           347.939           78           1680         9501         100               60                8467
49849.131865	GPU 3           348.588           79           1680         9501         100               59                8467
49850.133332	GPU 3           348.470           79           1680         9501         100               62                8467
49851.134986	GPU 3           348.615           80           1680         9501         100               66                8467
49852.136536	GPU 3           348.783           81           1680         9501         100               66                8467
49853.138156	GPU 3           349.140           81           1665         9501         100               64                8467
49854.139800	GPU 3           348.990           82           1665         9501         100               60                8467
49855.141337	GPU 3           349.161           82           1665         9501         100               58                8467
49856.142809	GPU 3           349.181           83           1650         9501         100               58                8467
49857.144384	GPU 3           348.891           83           1635         9501         100               61                8467
49858.145869	GPU 3           348.599           84           1650         9501         100               58                8467
49859.145969	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49859.146006	ID               W                 C
49859.147342	GPU 3           348.839           84           1650         9501         100               58                8467
49860.148974	GPU 3           348.596           84           1650         9501         100               58                8467
49861.150546	GPU 3           348.778           85           1635         9501         100               58                8467
49862.152027	GPU 3           348.946           85           1620         9501         100               58                8467
49863.153679	GPU 3           349.084           86           1605         9501         100               58                8467
49864.155235	GPU 3           340.676           85           1605         9501         100               65                8467
49865.156719	GPU 3           341.357           85           1605         9501         100               66                8467
49866.158310	GPU 3           341.010           85           1575         9501         100               57                8467
49867.159960	GPU 3           338.806           85           1605         9501         100               61                8467
49868.161424	GPU 3           342.973           86           1605         9501         100               66                8467
49869.162989	GPU 3           337.230           85           1620         9501         100               58                8467
49870.164424	GPU 3           342.794           85           1590         9501         100               60                8467
49871.165802	GPU 3           338.919           85           1605         9501         100               66                8467
49872.167426	GPU 3           347.007           85           1605         9501         100               61                8467
49873.167536	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49873.167577	ID               W                 C
49873.169029	GPU 3           343.815           85           1605         9501         100               58                8467
49874.170468	GPU 3           344.002           85           1605         9501         100               64                8467
49875.172030	GPU 3           343.804           85           1605         9501         100               66                8467
49876.173594	GPU 3           343.425           85           1605         9501         100               58                8467
49877.175002	GPU 3           347.871           85           1590         9501         100               58                8467
49878.176638	GPU 3           342.681           85           1620         9501         100               65                8467
49879.178146	GPU 3           348.958           85           1620         9501         100               66                8467
49880.179565	GPU 3           348.849           85           1620         9501         100               63                8467
49881.181172	GPU 3           349.069           85           1605         9501         100               59                8467
49882.182726	GPU 3           349.112           84           1620         9501         100               58                8467
49883.184169	GPU 3           348.990           84           1620         9501         100               61                8467
49884.185763	GPU 3           349.193           84           1635         9501         100               66                8467
49885.187305	GPU 3           349.077           84           1620         9501         100               66                8467
49886.188738	GPU 3           349.092           84           1620         9501         100               64                8467
49887.188853	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49887.196281	ID               W                 C
49887.196324	GPU 3           349.219           84           1620         9501         100               60                8467
49888.191851	GPU 3           349.070           84           1635         9501         100               58                8467
49889.193286	GPU 3           349.170           83           1620         9501         100               58                8467
49890.194849	GPU 3           348.872           83           1620         9501         100               61                8467
49891.196405	GPU 3           348.964           83           1635         9501         100               65                8467
49892.197808	GPU 3           349.230           83           1635         9501         100               66                8467
49893.199409	GPU 3           349.428           83           1620         9501         100               66                8467
49894.200946	GPU 3           349.275           83           1620         9501         100               65                8467
49895.202375	GPU 3           349.157           83           1635         9501         100               62                8467
49896.203957	GPU 3           349.081           82           1635         9501         100               60                8467
49897.205497	GPU 3           348.988           82           1635         9501         100               58                8467
49898.206903	GPU 3           349.011           82           1650         9501         100               58                8467
49899.208447	GPU 3           349.217           82           1650         9501         100               58                8467
49900.209962	GPU 3           349.338           82           1650         9501         100               58                8467
49901.210076	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49901.210113	ID               W                 C
49901.211320	GPU 3           349.459           82           1635         9501         100               59                8467
49902.212947	GPU 3           349.303           82           1635         9501         100               61                8467
49903.214482	GPU 3           349.485           82           1650         9501         100               62                8467
49904.215918	GPU 3           349.466           81           1650         9501         100               64                8467
49905.217493	GPU 3           349.464           81           1650         9501         100               64                8467
49906.219077	GPU 3           349.380           81           1650         9501         100               65                8467
49907.220484	GPU 3           349.345           81           1650         9501         100               65                8467
49908.222098	GPU 3           349.165           81           1650         9501         100               66                8467
49909.223599	GPU 3           349.192           81           1650         9501         100               66                8467
49910.225055	GPU 3           349.462           81           1650         9501         100               66                8467
49911.226617	GPU 3           349.444           81           1650         9501         100               65                8467
49912.228207	GPU 3           349.340           81           1650         9501         100               65                8467
49913.229671	GPU 3           349.220           80           1650         9501         100               64                8467
49914.231278	GPU 3           349.226           80           1650         9501         100               64                8467
49915.231394	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49915.231432	ID               W                 C
49915.232809	GPU 3           349.117           80           1650         9501         100               63                8467
49916.234272	GPU 3           349.313           81           1650         9501         100               62                8467
49917.235831	GPU 3           349.148           80           1650         9501         100               61                8467
49918.237450	GPU 3           348.920           80           1650         9501         100               60                8467
49919.238957	GPU 3           349.028           80           1665         9501         100               59                8467
49920.240606	GPU 3           349.068           80           1665         9501         100               58                8467
49921.242146	GPU 3           348.936           80           1665         9501         100               58                8467
49922.243652	GPU 3           348.907           80           1665         9501         100               58                8467
49923.245306	GPU 3           348.914           80           1665         9501         100               58                8467
49924.246825	GPU 3           349.069           80           1665         9501         100               58                8467
49925.248383	GPU 3           349.075           80           1665         9501         100               58                8467
49926.250034	GPU 3           349.150           80           1665         9501         100               58                8467
49927.251599	GPU 3           349.037           80           1665         9501         100               60                8467
49928.253099	GPU 3           349.078           80           1665         9501         100               61                8467
49929.253220	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49929.253260	ID               W                 C
49929.254721	GPU 3           349.038           80           1665         9501         100               63                8467
49930.256301	GPU 3           349.149           80           1665         9501         100               64                8467
49931.257861	GPU 3           348.861           80           1650         9501         100               65                8467
49932.259416	GPU 3           348.815           80           1650         9501         100               66                8467
49933.261001	GPU 3           349.135           80           1650         9501         100               66                8467
49934.262560	GPU 3           349.229           80           1650         9501         100               66                8467
49935.264208	GPU 3           349.334           80           1650         9501         100               66                8467
49936.265799	GPU 3           349.196           81           1665         9501         100               66                8467
49937.267343	GPU 3           349.012           80           1650         9501         100               66                8467
49938.268961	GPU 3           349.014           81           1650         9501         100               65                8467
49939.270524	GPU 3           349.083           81           1665         9501         100               64                8467
49940.272046	GPU 3           349.047           81           1665         9501         100               62                8467
49941.273639	GPU 3           349.097           81           1650         9501         100               61                8467
49942.275252	GPU 3           348.959           81           1650         9501         100               59                8467
49943.275366	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49943.275406	ID               W                 C
49943.276768	GPU 3           348.766           81           1650         9501         100               58                8467
49944.278390	GPU 3           348.766           81           1650         9501         100               58                8467
49945.279959	GPU 3           348.843           81           1650         9501         100               58                8467
49946.281429	GPU 3           349.221           81           1650         9501         100               58                8467
49947.283045	GPU 3           348.933           81           1650         9501         100               58                8467
49948.284620	GPU 3           349.020           81           1650         9501         100               59                8467
49949.286114	GPU 3           349.190           82           1650         9501         100               59                8467
49950.287712	GPU 3           349.171           82           1650         9501         100               60                8467
49951.289264	GPU 3           349.183           82           1650         9501         100               61                8467
49952.290818	GPU 3           348.950           82           1650         9501         100               61                8467
49953.292427	GPU 3           349.160           82           1650         9501         100               62                8467
49954.293948	GPU 3           349.025           82           1650         9501         100               63                8467
49955.295491	GPU 3           349.348           82           1650         9501         100               63                8467
49956.297193	GPU 3           349.267           82           1650         9501         100               63                8467
49957.297302	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
49957.297339	ID               W                 C
49957.298691	GPU 3           349.115           82           1635         9501         100               64                8467
49958.300248	GPU 3           349.084           82           1635         9501         100               64                8467
49959.301816	GPU 3           349.140           83           1650         9501         100               64                8467
49960.303433	GPU 3           349.229           82           1650         9501         100               63                8467
49961.304854	GPU 3           348.967           83           1650         9501         100               63                8467
49962.306451	GPU 3           349.072           83           1635         9501         100               63                8467
