# anchor t_raw_s=83411.31886528 utc=2026-08-25T19:33:53.157841+00:00
# cmd=dcgmi dmon -i -1 -e 155,150,100,101,203,204,252 -d 1000
83411.323396	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
83411.323492	ID               W                 C
83411.329657	GPU 0           35.149            57           210          405          0                 0                 14
83411.329687	GPU 1           90.999            42           405          5001         0                 0                 14
83412.333858	GPU 0           24.497            57           210          405          0                 0                 14
83412.333918	GPU 1           90.499            42           375          5001         0                 0                 14
83413.335623	GPU 0           23.637            56           210          405          0                 0                 14
83413.335650	GPU 1           46.687            41           210          810          0                 0                 14
83414.337269	GPU 0           23.102            56           210          405          0                 0                 14
83414.337294	GPU 1           37.332            41           210          405          0                 0                 14
83415.338949	GPU 0           22.591            56           210          405          0                 0                 14
83415.338976	GPU 1           30.479            40           210          405          0                 0                 14
83416.340096	GPU 0           67.273            66           1515         9501         100               35                1078
83416.340125	GPU 1           30.687            41           210          405          0                 0                 17
83417.341718	GPU 0           349.002           74           1470         9501         100               24                1078
83417.341761	GPU 1           42.607            41           210          405          0                 0                 17
83418.343455	GPU 0           321.021           69           1920         9501         0                 0                 1078
83418.343479	GPU 1           37.806            41           210          405          0                 0                 17
83419.344711	GPU 0           179.262           65           1950         9501         0                 0                 1078
83419.344758	GPU 1           38.799            41           210          405          0                 0                 17
83420.346325	GPU 0           179.202           70           1500         9501         100               32                1078
83420.346350	GPU 1           31.011            41           210          405          0                 0                 17
83421.348136	GPU 0           348.743           75           1470         9501         100               24                1078
83421.348170	GPU 1           29.686            41           210          405          0                 0                 17
83422.349410	GPU 0           328.212           71           1920         9501         0                 0                 1078
83422.349440	GPU 1           29.490            41           210          405          0                 0                 17
83423.351140	GPU 0           188.168           67           1950         9501         0                 0                 1078
83423.351164	GPU 1           29.545            41           210          405          0                 0                 17
83424.352770	GPU 0           173.962           71           1485         9501         100               24                1078
83424.352795	GPU 1           29.586            41           210          405          0                 0                 17
83425.353989	GPU 0           351.693           76           1470         9501         100               22                1078
83425.354018	GPU 1           33.478            41           210          405          0                 0                 17
83426.354110	#Entity         POWER             TMPTR        SMCLK        MMCLK        GPUTL             MCUTL             FBUSD
83426.354166	ID               W                 C
83426.355622	GPU 0           336.168           73           1905         9501         29                8                 1078
83426.355646	GPU 1           40.539            41           210          405          0                 0                 17
83427.357240	GPU 0           180.682           67           1935         9501         0                 0                 1078
83427.357272	GPU 1           30.561            41           210          405          0                 0                 17
83428.358428	GPU 0           151.710           65           1695         9501         0                 0                 1078
83428.358459	GPU 1           29.218            41           210          405          0                 0                 17
83429.359165	GPU 0           124.241           64           1695         9751         0                 0                 14
83429.359178	GPU 1           32.708            41           210          405          0                 0                 14
83430.360904	GPU 0           124.252           64           1695         9751         0                 0                 14
83430.360935	GPU 1           41.300            41           210          405          0                 0                 14
83431.361999	GPU 0           98.790            61           390          810          1                 0                 14
83431.362024	GPU 1           31.212            41           210          405          0                 0                 14
83432.363210	GPU 0           53.038            60           255          810          0                 0                 14
83432.363235	GPU 1           32.324            41           210          405          0                 0                 14
