modality,drift,threshold,fp_budget_runs,calibration_tp,calibration_fp,calibration_median_tta_s,selected
NVML,0.6,2.5,1,0,0,inf,False
NVML,0.6,2.6,1,0,0,inf,False
NVML,0.6,2.7,1,0,0,inf,False
NVML,0.6,2.8,1,0,0,inf,False
NVML,0.6,2.9,1,0,0,inf,False
NVML,0.6,3.0,1,0,0,inf,False
NVML,0.6,3.1,1,0,0,inf,False
NVML,0.6,3.2,1,0,0,inf,False
NVML,0.6,3.3,1,0,0,inf,False
NVML,0.6,3.4,1,0,0,inf,False
NVML,0.6,3.5,1,0,0,inf,False
NVML,0.6,3.6,1,0,0,inf,False
NVML,0.6,3.7,1,0,0,inf,False
NVML,0.6,3.8,1,0,0,inf,False
NVML,0.6,3.9,1,0,0,inf,False
NVML,0.6,4.0,1,0,0,inf,False
NVML,0.6,4.1,1,0,0,inf,False
NVML,0.6,4.2,1,0,0,inf,False
NVML,0.6,4.3,1,0,0,inf,False
NVML,0.6,4.4,1,0,0,inf,False
NVML,0.6,4.5,1,0,0,inf,False
NVML,0.6,4.6,1,0,0,inf,False
NVML,0.6,4.7,1,0,0,inf,False
NVML,0.6,4.8,1,0,0,inf,False
NVML,0.6,4.9,1,0,0,inf,False
NVML,0.6,5.0,1,0,0,inf,False
NVML,0.65,0.8,1,0,1,inf,False
NVML,0.65,0.9,1,0,0,inf,False
NVML,0.65,1.0,1,0,0,inf,False
NVML,0.65,1.1,1,0,0,inf,False
NVML,0.65,1.2,1,0,0,inf,False
NVML,0.65,1.3,1,0,0,inf,False
NVML,0.65,1.4,1,0,0,inf,False
NVML,0.65,1.5,1,0,0,inf,False
NVML,0.65,1.6,1,0,0,inf,False
NVML,0.65,1.7,1,0,0,inf,False
NVML,0.65,1.8,1,0,0,inf,False
NVML,0.65,1.9,1,0,0,inf,False
NVML,0.65,2.0,1,0,0,inf,False
NVML,0.65,2.1,1,0,0,inf,False
NVML,0.65,2.2,1,0,0,inf,False
NVML,0.65,2.3,1,0,0,inf,False
NVML,0.65,2.4,1,0,0,inf,False
NVML,0.65,2.5,1,0,0,inf,False
NVML,0.65,2.6,1,0,0,inf,False
NVML,0.65,2.7,1,0,0,inf,False
NVML,0.65,2.8,1,0,0,inf,False
NVML,0.65,2.9,1,0,0,inf,False
NVML,0.65,3.0,1,0,0,inf,False
NVML,0.65,3.1,1,0,0,inf,False
NVML,0.65,3.2,1,0,0,inf,False
NVML,0.65,3.3,1,0,0,inf,False
NVML,0.65,3.4,1,0,0,inf,False
NVML,0.65,3.5,1,0,0,inf,False
NVML,0.65,3.6,1,0,0,inf,False
NVML,0.65,3.7,1,0,0,inf,False
NVML,0.65,3.8,1,0,0,inf,False
NVML,0.65,3.9,1,0,0,inf,False
NVML,0.65,4.0,1,0,0,inf,False
NVML,0.65,4.1,1,0,0,inf,False
NVML,0.65,4.2,1,0,0,inf,False
NVML,0.65,4.3,1,0,0,inf,False
NVML,0.65,4.4,1,0,0,inf,False
NVML,0.65,4.5,1,0,0,inf,False
NVML,0.65,4.6,1,0,0,inf,False
NVML,0.65,4.7,1,0,0,inf,False
NVML,0.65,4.8,1,0,0,inf,False
NVML,0.65,4.9,1,0,0,inf,False
NVML,0.65,5.0,1,0,0,inf,False
NVML,0.7,0.5,1,0,1,inf,False
NVML,0.7,0.6,1,0,1,inf,False
NVML,0.7,0.7,1,0,0,inf,False
NVML,0.7,0.8,1,0,0,inf,False
NVML,0.7,0.9,1,0,0,inf,False
NVML,0.7,1.0,1,0,0,inf,False
NVML,0.7,1.1,1,0,0,inf,False
NVML,0.7,1.2,1,0,0,inf,False
NVML,0.7,1.3,1,0,0,inf,False
NVML,0.7,1.4,1,0,0,inf,False
NVML,0.7,1.5,1,0,0,inf,False
NVML,0.7,1.6,1,0,0,inf,False
NVML,0.7,1.7,1,0,0,inf,False
NVML,0.7,1.8,1,0,0,inf,False
NVML,0.7,1.9,1,0,0,inf,False
NVML,0.7,2.0,1,0,0,inf,False
NVML,0.7,2.1,1,0,0,inf,False
NVML,0.7,2.2,1,0,0,inf,False
NVML,0.7,2.3,1,0,0,inf,False
NVML,0.7,2.4,1,0,0,inf,False
NVML,0.7,2.5,1,0,0,inf,False
NVML,0.7,2.6,1,0,0,inf,False
NVML,0.7,2.7,1,0,0,inf,False
NVML,0.7,2.8,1,0,0,inf,False
NVML,0.7,2.9,1,0,0,inf,False
NVML,0.7,3.0,1,0,0,inf,False
NVML,0.7,3.1,1,0,0,inf,False
NVML,0.7,3.2,1,0,0,inf,False
NVML,0.7,3.3,1,0,0,inf,False
NVML,0.7,3.4,1,0,0,inf,False
NVML,0.7,3.5,1,0,0,inf,False
NVML,0.7,3.6,1,0,0,inf,False
NVML,0.7,3.7,1,0,0,inf,False
NVML,0.7,3.8,1,0,0,inf,False
NVML,0.7,3.9,1,0,0,inf,False
NVML,0.7,4.0,1,0,0,inf,False
NVML,0.7,4.1,1,0,0,inf,False
NVML,0.7,4.2,1,0,0,inf,False
NVML,0.7,4.3,1,0,0,inf,False
NVML,0.7,4.4,1,0,0,inf,False
NVML,0.7,4.5,1,0,0,inf,False
NVML,0.7,4.6,1,0,0,inf,False
NVML,0.7,4.7,1,0,0,inf,False
NVML,0.7,4.8,1,0,0,inf,False
NVML,0.7,4.9,1,0,0,inf,False
NVML,0.7,5.0,1,0,0,inf,False
NVML,0.75,0.3,1,0,1,inf,False
NVML,0.75,0.4,1,0,1,inf,False
NVML,0.75,0.5,1,0,0,inf,False
NVML,0.75,0.6,1,0,0,inf,False
NVML,0.75,0.7,1,0,0,inf,False
NVML,0.75,0.8,1,0,0,inf,False
NVML,0.75,0.9,1,0,0,inf,False
NVML,0.75,1.0,1,0,0,inf,False
NVML,0.75,1.1,1,0,0,inf,False
NVML,0.75,1.2,1,0,0,inf,False
NVML,0.75,1.3,1,0,0,inf,False
NVML,0.75,1.4,1,0,0,inf,False
NVML,0.75,1.5,1,0,0,inf,False
NVML,0.75,1.6,1,0,0,inf,False
NVML,0.75,1.7,1,0,0,inf,False
NVML,0.75,1.8,1,0,0,inf,False
NVML,0.75,1.9,1,0,0,inf,False
NVML,0.75,2.0,1,0,0,inf,False
NVML,0.75,2.1,1,0,0,inf,False
NVML,0.75,2.2,1,0,0,inf,False
NVML,0.75,2.3,1,0,0,inf,False
NVML,0.75,2.4,1,0,0,inf,False
NVML,0.75,2.5,1,0,0,inf,False
NVML,0.75,2.6,1,0,0,inf,False
NVML,0.75,2.7,1,0,0,inf,False
NVML,0.75,2.8,1,0,0,inf,False
NVML,0.75,2.9,1,0,0,inf,False
NVML,0.75,3.0,1,0,0,inf,False
NVML,0.75,3.1,1,0,0,inf,False
NVML,0.75,3.2,1,0,0,inf,False
NVML,0.75,3.3,1,0,0,inf,False
NVML,0.75,3.4,1,0,0,inf,False
NVML,0.75,3.5,1,0,0,inf,False
NVML,0.75,3.6,1,0,0,inf,False
NVML,0.75,3.7,1,0,0,inf,False
NVML,0.75,3.8,1,0,0,inf,False
NVML,0.75,3.9,1,0,0,inf,False
NVML,0.75,4.0,1,0,0,inf,False
NVML,0.75,4.1,1,0,0,inf,False
NVML,0.75,4.2,1,0,0,inf,False
NVML,0.75,4.3,1,0,0,inf,False
NVML,0.75,4.4,1,0,0,inf,False
NVML,0.75,4.5,1,0,0,inf,False
NVML,0.75,4.6,1,0,0,inf,False
NVML,0.75,4.7,1,0,0,inf,False
NVML,0.75,4.8,1,0,0,inf,False
NVML,0.75,4.9,1,0,0,inf,False
NVML,0.75,5.0,1,0,0,inf,False
NVML,0.8,0.2,1,0,1,inf,False
NVML,0.8,0.3,1,0,0,inf,False
NVML,0.8,0.4,1,0,0,inf,False
NVML,0.8,0.5,1,0,0,inf,False
NVML,0.8,0.6,1,0,0,inf,False
NVML,0.8,0.7,1,0,0,inf,False
NVML,0.8,0.8,1,0,0,inf,False
NVML,0.8,0.9,1,0,0,inf,False
NVML,0.8,1.0,1,0,0,inf,False
NVML,0.8,1.1,1,0,0,inf,False
NVML,0.8,1.2,1,0,0,inf,False
NVML,0.8,1.3,1,0,0,inf,False
NVML,0.8,1.4,1,0,0,inf,False
NVML,0.8,1.5,1,0,0,inf,False
NVML,0.8,1.6,1,0,0,inf,False
NVML,0.8,1.7,1,0,0,inf,False
NVML,0.8,1.8,1,0,0,inf,False
NVML,0.8,1.9,1,0,0,inf,False
NVML,0.8,2.0,1,0,0,inf,False
NVML,0.8,2.1,1,0,0,inf,False
NVML,0.8,2.2,1,0,0,inf,False
NVML,0.8,2.3,1,0,0,inf,False
NVML,0.8,2.4,1,0,0,inf,False
NVML,0.8,2.5,1,0,0,inf,False
NVML,0.8,2.6,1,0,0,inf,False
NVML,0.8,2.7,1,0,0,inf,False
NVML,0.8,2.8,1,0,0,inf,False
NVML,0.8,2.9,1,0,0,inf,False
NVML,0.8,3.0,1,0,0,inf,False
NVML,0.8,3.1,1,0,0,inf,False
NVML,0.8,3.2,1,0,0,inf,False
NVML,0.8,3.3,1,0,0,inf,False
NVML,0.8,3.4,1,0,0,inf,False
NVML,0.8,3.5,1,0,0,inf,False
NVML,0.8,3.6,1,0,0,inf,False
NVML,0.8,3.7,1,0,0,inf,False
NVML,0.8,3.8,1,0,0,inf,False
NVML,0.8,3.9,1,0,0,inf,False
NVML,0.8,4.0,1,0,0,inf,False
NVML,0.8,4.1,1,0,0,inf,False
NVML,0.8,4.2,1,0,0,inf,False
NVML,0.8,4.3,1,0,0,inf,False
NVML,0.8,4.4,1,0,0,inf,False
NVML,0.8,4.5,1,0,0,inf,False
NVML,0.8,4.6,1,0,0,inf,False
NVML,0.8,4.7,1,0,0,inf,False
NVML,0.8,4.8,1,0,0,inf,False
NVML,0.8,4.9,1,0,0,inf,False
NVML,0.8,5.0,1,0,0,inf,True
NVML + electrical,0.05,4.8,0,4,0,105.0,False
NVML + electrical,0.05,4.9,0,4,0,105.0,False
NVML + electrical,0.05,5.0,0,4,0,105.0,False
NVML + electrical,0.1,4.5,0,4,0,105.0,False
NVML + electrical,0.1,4.6,0,4,0,105.0,False
NVML + electrical,0.1,4.7,0,4,0,105.0,False
NVML + electrical,0.1,4.8,0,4,0,105.0,False
NVML + electrical,0.1,4.9,0,3,0,105.0,False
NVML + electrical,0.1,5.0,0,1,0,105.0,False
NVML + electrical,0.15,4.2,0,4,0,105.0,False
NVML + electrical,0.15,4.3,0,4,0,105.0,False
NVML + electrical,0.15,4.4,0,4,0,105.0,False
NVML + electrical,0.15,4.5,0,4,0,105.0,False
NVML + electrical,0.15,4.6,0,3,0,105.0,False
NVML + electrical,0.15,4.7,0,1,0,105.0,False
NVML + electrical,0.15,4.8,0,0,0,inf,False
NVML + electrical,0.15,4.9,0,0,0,inf,False
NVML + electrical,0.15,5.0,0,0,0,inf,False
NVML + electrical,0.2,3.9,0,4,0,105.0,False
NVML + electrical,0.2,4.0,0,4,0,105.0,False
NVML + electrical,0.2,4.1,0,4,0,105.0,False
NVML + electrical,0.2,4.2,0,4,0,105.0,False
NVML + electrical,0.2,4.3,0,3,0,105.0,False
NVML + electrical,0.2,4.4,0,1,0,105.0,False
NVML + electrical,0.2,4.5,0,0,0,inf,False
NVML + electrical,0.2,4.6,0,0,0,inf,False
NVML + electrical,0.2,4.7,0,0,0,inf,False
NVML + electrical,0.2,4.8,0,0,0,inf,False
NVML + electrical,0.2,4.9,0,0,0,inf,False
NVML + electrical,0.2,5.0,0,0,0,inf,False
NVML + electrical,0.25,3.6,0,4,0,105.0,False
NVML + electrical,0.25,3.7,0,4,0,105.0,False
NVML + electrical,0.25,3.8,0,4,0,105.0,False
NVML + electrical,0.25,3.9,0,4,0,105.0,False
NVML + electrical,0.25,4.0,0,3,0,105.0,False
NVML + electrical,0.25,4.1,0,1,0,105.0,False
NVML + electrical,0.25,4.2,0,0,0,inf,False
NVML + electrical,0.25,4.3,0,0,0,inf,False
NVML + electrical,0.25,4.4,0,0,0,inf,False
NVML + electrical,0.25,4.5,0,0,0,inf,False
NVML + electrical,0.25,4.6,0,0,0,inf,False
NVML + electrical,0.25,4.7,0,0,0,inf,False
NVML + electrical,0.25,4.8,0,0,0,inf,False
NVML + electrical,0.25,4.9,0,0,0,inf,False
NVML + electrical,0.25,5.0,0,0,0,inf,False
NVML + electrical,0.3,3.3,0,4,0,105.0,False
NVML + electrical,0.3,3.4,0,4,0,105.0,False
NVML + electrical,0.3,3.5,0,4,0,105.0,False
NVML + electrical,0.3,3.6,0,4,0,105.0,False
NVML + electrical,0.3,3.7,0,3,0,105.0,False
NVML + electrical,0.3,3.8,0,1,0,105.0,False
NVML + electrical,0.3,3.9,0,0,0,inf,False
NVML + electrical,0.3,4.0,0,0,0,inf,False
NVML + electrical,0.3,4.1,0,0,0,inf,False
NVML + electrical,0.3,4.2,0,0,0,inf,False
NVML + electrical,0.3,4.3,0,0,0,inf,False
NVML + electrical,0.3,4.4,0,0,0,inf,False
NVML + electrical,0.3,4.5,0,0,0,inf,False
NVML + electrical,0.3,4.6,0,0,0,inf,False
NVML + electrical,0.3,4.7,0,0,0,inf,False
NVML + electrical,0.3,4.8,0,0,0,inf,False
NVML + electrical,0.3,4.9,0,0,0,inf,False
NVML + electrical,0.3,5.0,0,0,0,inf,False
NVML + electrical,0.35,3.0,0,4,0,105.0,False
NVML + electrical,0.35,3.1,0,4,0,105.0,False
NVML + electrical,0.35,3.2,0,4,0,105.0,False
NVML + electrical,0.35,3.3,0,4,0,105.0,False
NVML + electrical,0.35,3.4,0,3,0,105.0,False
NVML + electrical,0.35,3.5,0,1,0,105.0,False
NVML + electrical,0.35,3.6,0,0,0,inf,False
NVML + electrical,0.35,3.7,0,0,0,inf,False
NVML + electrical,0.35,3.8,0,0,0,inf,False
NVML + electrical,0.35,3.9,0,0,0,inf,False
NVML + electrical,0.35,4.0,0,0,0,inf,False
NVML + electrical,0.35,4.1,0,0,0,inf,False
NVML + electrical,0.35,4.2,0,0,0,inf,False
NVML + electrical,0.35,4.3,0,0,0,inf,False
NVML + electrical,0.35,4.4,0,0,0,inf,False
NVML + electrical,0.35,4.5,0,0,0,inf,False
NVML + electrical,0.35,4.6,0,0,0,inf,False
NVML + electrical,0.35,4.7,0,0,0,inf,False
NVML + electrical,0.35,4.8,0,0,0,inf,False
NVML + electrical,0.35,4.9,0,0,0,inf,False
NVML + electrical,0.35,5.0,0,0,0,inf,False
NVML + electrical,0.4,2.7,0,4,0,105.0,False
NVML + electrical,0.4,2.8,0,4,0,105.0,False
NVML + electrical,0.4,2.9,0,4,0,105.0,False
NVML + electrical,0.4,3.0,0,4,0,105.0,False
NVML + electrical,0.4,3.1,0,3,0,105.0,False
NVML + electrical,0.4,3.2,0,1,0,105.0,False
NVML + electrical,0.4,3.3,0,0,0,inf,False
NVML + electrical,0.4,3.4,0,0,0,inf,False
NVML + electrical,0.4,3.5,0,0,0,inf,False
NVML + electrical,0.4,3.6,0,0,0,inf,False
NVML + electrical,0.4,3.7,0,0,0,inf,False
NVML + electrical,0.4,3.8,0,0,0,inf,False
NVML + electrical,0.4,3.9,0,0,0,inf,False
NVML + electrical,0.4,4.0,0,0,0,inf,False
NVML + electrical,0.4,4.1,0,0,0,inf,False
NVML + electrical,0.4,4.2,0,0,0,inf,False
NVML + electrical,0.4,4.3,0,0,0,inf,False
NVML + electrical,0.4,4.4,0,0,0,inf,False
NVML + electrical,0.4,4.5,0,0,0,inf,False
NVML + electrical,0.4,4.6,0,0,0,inf,False
NVML + electrical,0.4,4.7,0,0,0,inf,False
NVML + electrical,0.4,4.8,0,0,0,inf,False
NVML + electrical,0.4,4.9,0,0,0,inf,False
NVML + electrical,0.4,5.0,0,0,0,inf,False
NVML + electrical,0.45,2.4,0,4,0,105.0,False
NVML + electrical,0.45,2.5,0,4,0,105.0,False
NVML + electrical,0.45,2.6,0,4,0,105.0,False
NVML + electrical,0.45,2.7,0,4,0,105.0,False
NVML + electrical,0.45,2.8,0,3,0,105.0,False
NVML + electrical,0.45,2.9,0,1,0,105.0,False
NVML + electrical,0.45,3.0,0,0,0,inf,False
NVML + electrical,0.45,3.1,0,0,0,inf,False
NVML + electrical,0.45,3.2,0,0,0,inf,False
NVML + electrical,0.45,3.3,0,0,0,inf,False
NVML + electrical,0.45,3.4,0,0,0,inf,False
NVML + electrical,0.45,3.5,0,0,0,inf,False
NVML + electrical,0.45,3.6,0,0,0,inf,False
NVML + electrical,0.45,3.7,0,0,0,inf,False
NVML + electrical,0.45,3.8,0,0,0,inf,False
NVML + electrical,0.45,3.9,0,0,0,inf,False
NVML + electrical,0.45,4.0,0,0,0,inf,False
NVML + electrical,0.45,4.1,0,0,0,inf,False
NVML + electrical,0.45,4.2,0,0,0,inf,False
NVML + electrical,0.45,4.3,0,0,0,inf,False
NVML + electrical,0.45,4.4,0,0,0,inf,False
NVML + electrical,0.45,4.5,0,0,0,inf,False
NVML + electrical,0.45,4.6,0,0,0,inf,False
NVML + electrical,0.45,4.7,0,0,0,inf,False
NVML + electrical,0.45,4.8,0,0,0,inf,False
NVML + electrical,0.45,4.9,0,0,0,inf,False
NVML + electrical,0.45,5.0,0,0,0,inf,False
NVML + electrical,0.5,2.1,0,4,0,105.0,False
NVML + electrical,0.5,2.2,0,4,0,105.0,False
NVML + electrical,0.5,2.3,0,4,0,105.0,False
NVML + electrical,0.5,2.4,0,4,0,105.0,False
NVML + electrical,0.5,2.5,0,3,0,105.0,False
NVML + electrical,0.5,2.6,0,1,0,105.0,False
NVML + electrical,0.5,2.7,0,0,0,inf,False
NVML + electrical,0.5,2.8,0,0,0,inf,False
NVML + electrical,0.5,2.9,0,0,0,inf,False
NVML + electrical,0.5,3.0,0,0,0,inf,False
NVML + electrical,0.5,3.1,0,0,0,inf,False
NVML + electrical,0.5,3.2,0,0,0,inf,False
NVML + electrical,0.5,3.3,0,0,0,inf,False
NVML + electrical,0.5,3.4,0,0,0,inf,False
NVML + electrical,0.5,3.5,0,0,0,inf,False
NVML + electrical,0.5,3.6,0,0,0,inf,False
NVML + electrical,0.5,3.7,0,0,0,inf,False
NVML + electrical,0.5,3.8,0,0,0,inf,False
NVML + electrical,0.5,3.9,0,0,0,inf,False
NVML + electrical,0.5,4.0,0,0,0,inf,False
NVML + electrical,0.5,4.1,0,0,0,inf,False
NVML + electrical,0.5,4.2,0,0,0,inf,False
NVML + electrical,0.5,4.3,0,0,0,inf,False
NVML + electrical,0.5,4.4,0,0,0,inf,False
NVML + electrical,0.5,4.5,0,0,0,inf,False
NVML + electrical,0.5,4.6,0,0,0,inf,False
NVML + electrical,0.5,4.7,0,0,0,inf,False
NVML + electrical,0.5,4.8,0,0,0,inf,False
NVML + electrical,0.5,4.9,0,0,0,inf,False
NVML + electrical,0.5,5.0,0,0,0,inf,False
NVML + electrical,0.55,1.8,0,4,0,90.0,False
NVML + electrical,0.55,1.9,0,4,0,105.0,False
NVML + electrical,0.55,2.0,0,4,0,105.0,False
NVML + electrical,0.55,2.1,0,4,0,105.0,False
NVML + electrical,0.55,2.2,0,3,0,105.0,False
NVML + electrical,0.55,2.3,0,1,0,105.0,False
NVML + electrical,0.55,2.4,0,0,0,inf,False
NVML + electrical,0.55,2.5,0,0,0,inf,False
NVML + electrical,0.55,2.6,0,0,0,inf,False
NVML + electrical,0.55,2.7,0,0,0,inf,False
NVML + electrical,0.55,2.8,0,0,0,inf,False
NVML + electrical,0.55,2.9,0,0,0,inf,False
NVML + electrical,0.55,3.0,0,0,0,inf,False
NVML + electrical,0.55,3.1,0,0,0,inf,False
NVML + electrical,0.55,3.2,0,0,0,inf,False
NVML + electrical,0.55,3.3,0,0,0,inf,False
NVML + electrical,0.55,3.4,0,0,0,inf,False
NVML + electrical,0.55,3.5,0,0,0,inf,False
NVML + electrical,0.55,3.6,0,0,0,inf,False
NVML + electrical,0.55,3.7,0,0,0,inf,False
NVML + electrical,0.55,3.8,0,0,0,inf,False
NVML + electrical,0.55,3.9,0,0,0,inf,False
NVML + electrical,0.55,4.0,0,0,0,inf,False
NVML + electrical,0.55,4.1,0,0,0,inf,False
NVML + electrical,0.55,4.2,0,0,0,inf,False
NVML + electrical,0.55,4.3,0,0,0,inf,False
NVML + electrical,0.55,4.4,0,0,0,inf,False
NVML + electrical,0.55,4.5,0,0,0,inf,False
NVML + electrical,0.55,4.6,0,0,0,inf,False
NVML + electrical,0.55,4.7,0,0,0,inf,False
NVML + electrical,0.55,4.8,0,0,0,inf,False
NVML + electrical,0.55,4.9,0,0,0,inf,False
NVML + electrical,0.55,5.0,0,0,0,inf,False
NVML + electrical,0.6,1.5,0,4,0,90.0,False
NVML + electrical,0.6,1.6,0,4,0,105.0,False
NVML + electrical,0.6,1.7,0,4,0,105.0,False
NVML + electrical,0.6,1.8,0,4,0,105.0,False
NVML + electrical,0.6,1.9,0,3,0,105.0,False
NVML + electrical,0.6,2.0,0,1,0,105.0,False
NVML + electrical,0.6,2.1,0,0,0,inf,False
NVML + electrical,0.6,2.2,0,0,0,inf,False
NVML + electrical,0.6,2.3,0,0,0,inf,False
NVML + electrical,0.6,2.4,0,0,0,inf,False
NVML + electrical,0.6,2.5,0,0,0,inf,False
NVML + electrical,0.6,2.6,0,0,0,inf,False
NVML + electrical,0.6,2.7,0,0,0,inf,False
NVML + electrical,0.6,2.8,0,0,0,inf,False
NVML + electrical,0.6,2.9,0,0,0,inf,False
NVML + electrical,0.6,3.0,0,0,0,inf,False
NVML + electrical,0.6,3.1,0,0,0,inf,False
NVML + electrical,0.6,3.2,0,0,0,inf,False
NVML + electrical,0.6,3.3,0,0,0,inf,False
NVML + electrical,0.6,3.4,0,0,0,inf,False
NVML + electrical,0.6,3.5,0,0,0,inf,False
NVML + electrical,0.6,3.6,0,0,0,inf,False
NVML + electrical,0.6,3.7,0,0,0,inf,False
NVML + electrical,0.6,3.8,0,0,0,inf,False
NVML + electrical,0.6,3.9,0,0,0,inf,False
NVML + electrical,0.6,4.0,0,0,0,inf,False
NVML + electrical,0.6,4.1,0,0,0,inf,False
NVML + electrical,0.6,4.2,0,0,0,inf,False
NVML + electrical,0.6,4.3,0,0,0,inf,False
NVML + electrical,0.6,4.4,0,0,0,inf,False
NVML + electrical,0.6,4.5,0,0,0,inf,False
NVML + electrical,0.6,4.6,0,0,0,inf,False
NVML + electrical,0.6,4.7,0,0,0,inf,False
NVML + electrical,0.6,4.8,0,0,0,inf,False
NVML + electrical,0.6,4.9,0,0,0,inf,False
NVML + electrical,0.6,5.0,0,0,0,inf,False
NVML + electrical,0.65,1.2,0,4,0,90.0,False
NVML + electrical,0.65,1.3,0,4,0,90.0,False
NVML + electrical,0.65,1.4,0,4,0,105.0,False
NVML + electrical,0.65,1.5,0,4,0,105.0,False
NVML + electrical,0.65,1.6,0,3,0,105.0,False
NVML + electrical,0.65,1.7,0,1,0,105.0,False
NVML + electrical,0.65,1.8,0,0,0,inf,False
NVML + electrical,0.65,1.9,0,0,0,inf,False
NVML + electrical,0.65,2.0,0,0,0,inf,False
NVML + electrical,0.65,2.1,0,0,0,inf,False
NVML + electrical,0.65,2.2,0,0,0,inf,False
NVML + electrical,0.65,2.3,0,0,0,inf,False
NVML + electrical,0.65,2.4,0,0,0,inf,False
NVML + electrical,0.65,2.5,0,0,0,inf,False
NVML + electrical,0.65,2.6,0,0,0,inf,False
NVML + electrical,0.65,2.7,0,0,0,inf,False
NVML + electrical,0.65,2.8,0,0,0,inf,False
NVML + electrical,0.65,2.9,0,0,0,inf,False
NVML + electrical,0.65,3.0,0,0,0,inf,False
NVML + electrical,0.65,3.1,0,0,0,inf,False
NVML + electrical,0.65,3.2,0,0,0,inf,False
NVML + electrical,0.65,3.3,0,0,0,inf,False
NVML + electrical,0.65,3.4,0,0,0,inf,False
NVML + electrical,0.65,3.5,0,0,0,inf,False
NVML + electrical,0.65,3.6,0,0,0,inf,False
NVML + electrical,0.65,3.7,0,0,0,inf,False
NVML + electrical,0.65,3.8,0,0,0,inf,False
NVML + electrical,0.65,3.9,0,0,0,inf,False
NVML + electrical,0.65,4.0,0,0,0,inf,False
NVML + electrical,0.65,4.1,0,0,0,inf,False
NVML + electrical,0.65,4.2,0,0,0,inf,False
NVML + electrical,0.65,4.3,0,0,0,inf,False
NVML + electrical,0.65,4.4,0,0,0,inf,False
NVML + electrical,0.65,4.5,0,0,0,inf,False
NVML + electrical,0.65,4.6,0,0,0,inf,False
NVML + electrical,0.65,4.7,0,0,0,inf,False
NVML + electrical,0.65,4.8,0,0,0,inf,False
NVML + electrical,0.65,4.9,0,0,0,inf,False
NVML + electrical,0.65,5.0,0,0,0,inf,False
NVML + electrical,0.7,0.9,0,4,0,90.0,False
NVML + electrical,0.7,1.0,0,4,0,90.0,False
NVML + electrical,0.7,1.1,0,4,0,105.0,False
NVML + electrical,0.7,1.2,0,4,0,105.0,False
NVML + electrical,0.7,1.3,0,3,0,105.0,False
NVML + electrical,0.7,1.4,0,1,0,105.0,False
NVML + electrical,0.7,1.5,0,0,0,inf,False
NVML + electrical,0.7,1.6,0,0,0,inf,False
NVML + electrical,0.7,1.7,0,0,0,inf,False
NVML + electrical,0.7,1.8,0,0,0,inf,False
NVML + electrical,0.7,1.9,0,0,0,inf,False
NVML + electrical,0.7,2.0,0,0,0,inf,False
NVML + electrical,0.7,2.1,0,0,0,inf,False
NVML + electrical,0.7,2.2,0,0,0,inf,False
NVML + electrical,0.7,2.3,0,0,0,inf,False
NVML + electrical,0.7,2.4,0,0,0,inf,False
NVML + electrical,0.7,2.5,0,0,0,inf,False
NVML + electrical,0.7,2.6,0,0,0,inf,False
NVML + electrical,0.7,2.7,0,0,0,inf,False
NVML + electrical,0.7,2.8,0,0,0,inf,False
NVML + electrical,0.7,2.9,0,0,0,inf,False
NVML + electrical,0.7,3.0,0,0,0,inf,False
NVML + electrical,0.7,3.1,0,0,0,inf,False
NVML + electrical,0.7,3.2,0,0,0,inf,False
NVML + electrical,0.7,3.3,0,0,0,inf,False
NVML + electrical,0.7,3.4,0,0,0,inf,False
NVML + electrical,0.7,3.5,0,0,0,inf,False
NVML + electrical,0.7,3.6,0,0,0,inf,False
NVML + electrical,0.7,3.7,0,0,0,inf,False
NVML + electrical,0.7,3.8,0,0,0,inf,False
NVML + electrical,0.7,3.9,0,0,0,inf,False
NVML + electrical,0.7,4.0,0,0,0,inf,False
NVML + electrical,0.7,4.1,0,0,0,inf,False
NVML + electrical,0.7,4.2,0,0,0,inf,False
NVML + electrical,0.7,4.3,0,0,0,inf,False
NVML + electrical,0.7,4.4,0,0,0,inf,False
NVML + electrical,0.7,4.5,0,0,0,inf,False
NVML + electrical,0.7,4.6,0,0,0,inf,False
NVML + electrical,0.7,4.7,0,0,0,inf,False
NVML + electrical,0.7,4.8,0,0,0,inf,False
NVML + electrical,0.7,4.9,0,0,0,inf,False
NVML + electrical,0.7,5.0,0,0,0,inf,False
NVML + electrical,0.75,0.6,0,4,0,75.0,False
NVML + electrical,0.75,0.7,0,4,0,90.0,False
NVML + electrical,0.75,0.8,0,4,0,90.0,False
NVML + electrical,0.75,0.9,0,4,0,105.0,False
NVML + electrical,0.75,1.0,0,3,0,105.0,False
NVML + electrical,0.75,1.1,0,1,0,105.0,False
NVML + electrical,0.75,1.2,0,0,0,inf,False
NVML + electrical,0.75,1.3,0,0,0,inf,False
NVML + electrical,0.75,1.4,0,0,0,inf,False
NVML + electrical,0.75,1.5,0,0,0,inf,False
NVML + electrical,0.75,1.6,0,0,0,inf,False
NVML + electrical,0.75,1.7,0,0,0,inf,False
NVML + electrical,0.75,1.8,0,0,0,inf,False
NVML + electrical,0.75,1.9,0,0,0,inf,False
NVML + electrical,0.75,2.0,0,0,0,inf,False
NVML + electrical,0.75,2.1,0,0,0,inf,False
NVML + electrical,0.75,2.2,0,0,0,inf,False
